item_number,description,category,item_link,parts_link,release_year
cty1063,"Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans Light Blue Large Visor, Black Angular Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1063,https://www.bricklink.com/catalogItemInv.asp?M=cty1063,2019
cty1034,"Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans Light Blue Large Visor, Large Smile with Eyes Closed and Smirk",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1034,https://www.bricklink.com/catalogItemInv.asp?M=cty1034,2019
cty1059,"Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans Light Blue Large Visor, Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1059,https://www.bricklink.com/catalogItemInv.asp?M=cty1059,2019
cty1061,"Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans Light Blue Large Visor, Stubble, Moustache and Sideburns",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1061,https://www.bricklink.com/catalogItemInv.asp?M=cty1061,2019
cty1009,"Astronaut - Male, White Spacesuit with Lime Belt, Trans Orange Large Visor, Stubble and Smirk",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1009,https://www.bricklink.com/catalogItemInv.asp?M=cty1009,2019
cty1092,"Astronaut - Male, White Spacesuit with Orange Lines, Side Camera and Lamp, Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1092,https://www.bricklink.com/catalogItemInv.asp?M=cty1092,2019
cty1027,"Astronaut - Male, White Spacesuit with Orange Lines, Side Lamp, Smirk and Cheek Lines",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1027,https://www.bricklink.com/catalogItemInv.asp?M=cty1027,2019
cty1055,"Astronaut - Male, White Spacesuit with Orange Lines, Smirk, Cheek Lines, Black and Dark Tan Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1055,https://www.bricklink.com/catalogItemInv.asp?M=cty1055,2019
cty1055a,"Astronaut - Male, White Spacesuit with Orange Lines, Smirk, Cheek Lines, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1055a,https://www.bricklink.com/catalogItemInv.asp?M=cty1055a,2019
cty1076,"Astronaut - Male, White Spacesuit with Orange Lines, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1076,https://www.bricklink.com/catalogItemInv.asp?M=cty1076,2019
cty0562,Astronaut with Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0562,https://www.bricklink.com/catalogItemInv.asp?M=cty0562,2015
cty0561,"Astronaut, Male with Side Lamp",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0561,https://www.bricklink.com/catalogItemInv.asp?M=cty0561,2015
cty0384,"Astronaut, White Legs, Underwater Helmet, Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0384,https://www.bricklink.com/catalogItemInv.asp?M=cty0384,2011
cty0729,"ATV Driver - Female, Jacket with Number 8 on Back, Dark Bluish Gray Legs, Black Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0729,https://www.bricklink.com/catalogItemInv.asp?M=cty0729,2017
cty1096,"ATV Driver - Male, 'ViTA RUSH' Uniform, Orange Legs, Dark Blue Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1096,https://www.bricklink.com/catalogItemInv.asp?M=cty1096,2020
cty0728,"ATV Driver - Male, Open Hoodie, Dark Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0728,https://www.bricklink.com/catalogItemInv.asp?M=cty0728,2017
cty1101,Automobile Purchaser,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1101,https://www.bricklink.com/catalogItemInv.asp?M=cty1101,2020
cty1186,Baby - Dark Turquoise Body with Yellow Hands,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1186,https://www.bricklink.com/catalogItemInv.asp?M=cty1186,2020
cty0894,Baby - Medium Azure Body with Yellow Hands,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0894,https://www.bricklink.com/catalogItemInv.asp?M=cty0894,2018
cty0668,Baby - White Body with Yellow Hands,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0668,https://www.bricklink.com/catalogItemInv.asp?M=cty0668,2016
cty0918,Baby - Yellowish Green Body with Yellow Hands,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0918,https://www.bricklink.com/catalogItemInv.asp?M=cty0918,2018
twn420,Backpacker,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn420,https://www.bricklink.com/catalogItemInv.asp?M=twn420,2022
twn269,Baker (Chef),Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn269,https://www.bricklink.com/catalogItemInv.asp?M=twn269,2017
twn269a,"Baker (Chef) - White Torso with 8 Buttons, No Wrinkles Front or Back, Light Bluish Gray Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn269a,https://www.bricklink.com/catalogItemInv.asp?M=twn269a,2017
cty1268,"Baker - Male, Reddish Brown Apron with Cup and Name Tag, White Chef Toque",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1268,https://www.bricklink.com/catalogItemInv.asp?M=cty1268,2021
twn273,Ballerina,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn273,https://www.bricklink.com/catalogItemInv.asp?M=twn273,2017
twn215,Balloon Vendor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn215,https://www.bricklink.com/catalogItemInv.asp?M=twn215,2014
bnk002,"Bank - Black Legs, White Hat, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bnk002,https://www.bricklink.com/catalogItemInv.asp?M=bnk002,1997
bnk003,"Bank - Black Legs, White Hat, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bnk003,https://www.bricklink.com/catalogItemInv.asp?M=bnk003,1997
bnk001,"Bank - Green Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bnk001,https://www.bricklink.com/catalogItemInv.asp?M=bnk001,1999
twn251,Bank Manager,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn251,https://www.bricklink.com/catalogItemInv.asp?M=twn251,2016
twn252,Bank Secretary,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn252,https://www.bricklink.com/catalogItemInv.asp?M=twn252,2016
twn252a,Bank Secretary - Suit with Pockets,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn252a,https://www.bricklink.com/catalogItemInv.asp?M=twn252a,2016
twn248,Bank Teller,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn248,https://www.bricklink.com/catalogItemInv.asp?M=twn248,2016
cty1049,"Barista - Female, Reddish Brown Apron with Cup and Name Tag, Medium Nougat Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1049,https://www.bricklink.com/catalogItemInv.asp?M=cty1049,2019
cty1048,"Barista - Male, Reddish Brown Apron with Cup and Name Tag, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1048,https://www.bricklink.com/catalogItemInv.asp?M=cty1048,2019
twn345,"Barista Female with Reddish Brown Apron with Cup and Name Tag Pattern, Reddish Brown Female Hair Mid-Length",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn345,https://www.bricklink.com/catalogItemInv.asp?M=twn345,2018
twn270,Barista with Gray Shading at Sides,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn270,https://www.bricklink.com/catalogItemInv.asp?M=twn270,2017
twn270a,Barista without Gray Shading at Sides,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn270a,https://www.bricklink.com/catalogItemInv.asp?M=twn270a,2017
cty0765,Beach Janitor - Blue Overalls and Dark Blue Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0765,https://www.bricklink.com/catalogItemInv.asp?M=cty0765,2017
cty0769,Beach Lifeguard,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0769,https://www.bricklink.com/catalogItemInv.asp?M=cty0769,2017
cty1388,"Beach Lifeguard - Male, White Shirt, Red Shorts, Tan Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1388,https://www.bricklink.com/catalogItemInv.asp?M=cty1388,2022
cty1273,Beach Rescue with Life Preserver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1273,https://www.bricklink.com/catalogItemInv.asp?M=cty1273,2021
cty1387,"Beach Tourist - Female, White and Lime Swimsuit, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1387,https://www.bricklink.com/catalogItemInv.asp?M=cty1387,2022
cty1054,"Beach Tourist - Male, White Tank Top with Dark Azure Sailboat, Dark Azure Legs, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1054,https://www.bricklink.com/catalogItemInv.asp?M=cty1054,2019
twn336,Beach Tourist Female with Red Bathing Suit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn336,https://www.bricklink.com/catalogItemInv.asp?M=twn336,2018
twn335,Beach Tourist with Surfer Tank Top and Yellow Boots,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn335,https://www.bricklink.com/catalogItemInv.asp?M=twn335,2018
cty0760,Beachgoer - Blue Male Swim Trunks and Sunglasses,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0760,https://www.bricklink.com/catalogItemInv.asp?M=cty0760,2017
cty0771,"Beachgoer - Boy, Lime Hoodie and Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0771,https://www.bricklink.com/catalogItemInv.asp?M=cty0771,2017
cty0770,"Beachgoer - Boy, Red Cap and Basketball Jersey",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0770,https://www.bricklink.com/catalogItemInv.asp?M=cty0770,2017
cty0767,"Beachgoer - Girl, Glasses, Pink Top, Purple Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0767,https://www.bricklink.com/catalogItemInv.asp?M=cty0767,2017
cty0761,"Beachgoer - Girl, Top with Apples and Green Legs with Yellow Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0761,https://www.bricklink.com/catalogItemInv.asp?M=cty0761,2017
cty0766,Beachgoer - Gray Female Hair and Red Old-Fashioned Swimsuit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0766,https://www.bricklink.com/catalogItemInv.asp?M=cty0766,2017
cty0762,"Beachgoer - Gray Male Hair, Glasses and Hawaiian Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0762,https://www.bricklink.com/catalogItemInv.asp?M=cty0762,2017
cty0763,Beachgoer - Green Bikini Top and Shorts,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0763,https://www.bricklink.com/catalogItemInv.asp?M=cty0763,2017
cty0757,Beachgoer - Kayaker,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0757,https://www.bricklink.com/catalogItemInv.asp?M=cty0757,2017
cty0759,Beachgoer - Red Female Swimsuit and Light Blue Glasses,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0759,https://www.bricklink.com/catalogItemInv.asp?M=cty0759,2017
cty0764,Beachgoer - Scuba Diver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0764,https://www.bricklink.com/catalogItemInv.asp?M=cty0764,2017
cty0768,Beachgoer - White and Dark Azure Striped Female Top with Red Scarf and Legs,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0768,https://www.bricklink.com/catalogItemInv.asp?M=cty0768,2017
cty0758,Beachgoer - Windsurfer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0758,https://www.bricklink.com/catalogItemInv.asp?M=cty0758,2017
twn418,Bellhop,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn418,https://www.bricklink.com/catalogItemInv.asp?M=twn418,2022
bikerb,Biker Bob,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bikerb,https://www.bricklink.com/catalogItemInv.asp?M=bikerb,1998
bb0001,Bill,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bb0001,https://www.bricklink.com/catalogItemInv.asp?M=bb0001,1980
cty1391,"Billy - Blue Vest, Red Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1391,https://www.bricklink.com/catalogItemInv.asp?M=cty1391,2022
twn104,"Black Vest with Blue Striped Tie, Black Hips and Yellow Legs, Black Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn104,https://www.bricklink.com/catalogItemInv.asp?M=twn104,2010
cty0186,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Male Hair (Bus Driver)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0186,https://www.bricklink.com/catalogItemInv.asp?M=cty0186,2010
twn052,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Short Tousled Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn052,https://www.bricklink.com/catalogItemInv.asp?M=twn052,2010
cty0705,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Dark Tan Male Hair, Dark Tan Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0705,https://www.bricklink.com/catalogItemInv.asp?M=cty0705,2016
twn033,"Black Vest with Blue Striped Tie, Blue Legs, White Arms, Reddish Brown Male Hair, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn033,https://www.bricklink.com/catalogItemInv.asp?M=twn033,2006
twn211,"Black Vest with Blue Striped Tie, Dark Blue Legs, White Arms, Dark Orange Short Tousled Hair, Rectangular Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn211,https://www.bricklink.com/catalogItemInv.asp?M=twn211,2014
twn211a,"Black Vest with Blue Striped Tie, Dark Blue Legs, White Arms, Dark Orange Short Tousled Hair, Rounded Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn211a,https://www.bricklink.com/catalogItemInv.asp?M=twn211a,2014
twn049,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Black Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn049,https://www.bricklink.com/catalogItemInv.asp?M=twn049,2009
twn028,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn028,https://www.bricklink.com/catalogItemInv.asp?M=twn028,2006
twn108,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn108,https://www.bricklink.com/catalogItemInv.asp?M=twn108,2010
twn068,"Black Vest with Blue Striped Tie, Dark Red Legs, White Arms, Dark Red Hat, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn068,https://www.bricklink.com/catalogItemInv.asp?M=twn068,2008
twn135,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Dark Brown Hair, Brown Beard Rounded",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn135,https://www.bricklink.com/catalogItemInv.asp?M=twn135,2011
cty0395,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Dark Brown Short Tousled Hair, Crooked Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0395,https://www.bricklink.com/catalogItemInv.asp?M=cty0395,2013
twn041,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn041,https://www.bricklink.com/catalogItemInv.asp?M=twn041,2007
twn048,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Reddish Brown Male Hair, Beard and Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn048,https://www.bricklink.com/catalogItemInv.asp?M=twn048,2009
twn190,"Black Vest with Blue Striped Tie, White Legs, Dark Brown Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn190,https://www.bricklink.com/catalogItemInv.asp?M=twn190,2014
bk001,Blacktron Racer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bk001,https://www.bricklink.com/catalogItemInv.asp?M=bk001,1992
cty0281,"Blouse with Buttons, Belt and Necklace, Red Legs, Dark Brown Hair Ponytail Long French Braided",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0281,https://www.bricklink.com/catalogItemInv.asp?M=cty0281,2012
par008,"Blue Flowers - Pink Legs, Brown Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par008,https://www.bricklink.com/catalogItemInv.asp?M=par008,1997
par003,"Blue Flowers - White Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par003,https://www.bricklink.com/catalogItemInv.asp?M=par003,1997
par053,"Blue Flowers - White Legs, Black Ponytail Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par053,https://www.bricklink.com/catalogItemInv.asp?M=par053,1995
par004,"Blue Flowers - Yellow Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par004,https://www.bricklink.com/catalogItemInv.asp?M=par004,1994
par054,"Blue Flowers - Yellow Legs, Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par054,https://www.bricklink.com/catalogItemInv.asp?M=par054,1996
par006,"Blue Flowers - Yellow Legs, Red Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par006,https://www.bricklink.com/catalogItemInv.asp?M=par006,1994
par005,"Blue Flowers - Yellow Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par005,https://www.bricklink.com/catalogItemInv.asp?M=par005,1995
cty0747,"Blue Jacket over Dark Red V-Neck Sweater, Dark Bluish Gray Legs, Black Short Tousled Hair, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0747,https://www.bricklink.com/catalogItemInv.asp?M=cty0747,2017
cty0511,"Blue Jacket over Dark Red V-Neck Sweater, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0511,https://www.bricklink.com/catalogItemInv.asp?M=cty0511,2014
cty0461,"Blue Jacket over Dark Red V-Neck Sweater, Sand Blue Legs, Red Cap with Hole, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0461,https://www.bricklink.com/catalogItemInv.asp?M=cty0461,2014
cty0546,"Blue Jacket over Dark Red V-Neck Sweater, Sand Blue Legs, Red Cap with Hole, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0546,https://www.bricklink.com/catalogItemInv.asp?M=cty0546,2015
cty0889,"Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Blue Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0889,https://www.bricklink.com/catalogItemInv.asp?M=cty0889,2018
cty1161,"Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Orange Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1161,https://www.bricklink.com/catalogItemInv.asp?M=cty1161,2020
cty0123,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123,https://www.bricklink.com/catalogItemInv.asp?M=cty0123,"NA"
cty0123a,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123a,https://www.bricklink.com/catalogItemInv.asp?M=cty0123a,2011
cty0123b,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet, Reddish Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123b,https://www.bricklink.com/catalogItemInv.asp?M=cty0123b,2011
cty0139,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0139,https://www.bricklink.com/catalogItemInv.asp?M=cty0139,2009
cty0290,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Black Short Bill Cap, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0290,https://www.bricklink.com/catalogItemInv.asp?M=cty0290,2012
cty0556,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Cap with Hole, Brown Moustache and Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0556,https://www.bricklink.com/catalogItemInv.asp?M=cty0556,2015
