item_number,description,color,gender,age,emotion
3626cpb2429,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Eyes with Heart Shape Pupils Pattern (Benny)",Yellow,neutral,young adult,happy
3626cpb2747,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Dark Tan # Smudge, Happy / Happy Pattern",Yellow,neutral,child,smile
3626cpb2747,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Dark Tan # Smudge, Happy / Happy Pattern",Yellow,neutral,child,happy
3626bpb0595,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Freckles, Smile / Worried Pattern",Yellow,neutral,young adult,smile
3626bpb0595,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Freckles, Smile / Worried Pattern",Yellow,neutral,young adult,sad
3626cpb2380,"Minifigure, Head Dual Sided Child Black Eyebrows, Big Smile, Teeth, Open Eyes / Closed Eyes Pattern",Yellow,neutral,child,smile
3626cpb2380,"Minifigure, Head Dual Sided Child Black Eyebrows, Big Smile, Teeth, Open Eyes / Closed Eyes Pattern",Yellow,neutral,child,sad
3626cpb0595,"Minifigure, Head Dual Sided Child Black Eyebrows, Dark Orange Freckles, Smile / Worried Pattern",Yellow,neutral,child,smile
3626cpb0595,"Minifigure, Head Dual Sided Child Black Eyebrows, Dark Orange Freckles, Smile / Worried Pattern",Yellow,neutral,child,sad
3626cpb2133,"Minifigure, Head Dual Sided Large Black Round Glasses, Black Eyebrows / Sad Face with No Glasses Pattern",Yellow,neutral,young adult,smile
3626cpb2133,"Minifigure, Head Dual Sided Large Black Round Glasses, Black Eyebrows / Sad Face with No Glasses Pattern",Yellow,neutral,young adult,sad
3626cpb1243,"Minifigure, Head Dual Sided Open Lopsided Smile / Pinched Eyebrows and Frown Pattern (Emmet)",Yellow,neutral,young adult,smile
3626cpb1243,"Minifigure, Head Dual Sided Open Lopsided Smile / Pinched Eyebrows and Frown Pattern (Emmet)",Yellow,neutral,young adult,sad
3626cpb2268,"Minifigure, Head Dual Sided Happy with Tongue / Sad Pattern (Emmet)",Yellow,neutral,young adult,smile
3626cpb2268,"Minifigure, Head Dual Sided Happy with Tongue / Sad Pattern (Emmet)",Yellow,neutral,young adult,sad
3626cpb1028,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Smile / Open Mouth Scared Pattern (Emmet)",Yellow,neutral,young adult,smile
3626cpb1028,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Smile / Open Mouth Scared Pattern (Emmet)",Yellow,neutral,young adult,scared
3626cpb1311,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Freckles, Smile with Teeth / Scared Open Mouth Pattern",Yellow,neutral,young adult,smile
3626cpb1311,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Freckles, Smile with Teeth / Scared Open Mouth Pattern",Yellow,neutral,young adult,scared
3626cpb1480,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Smile with Teeth / Scared Pattern",Yellow,neutral,young adult,smile
3626cpb1480,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Smile with Teeth / Scared Pattern",Yellow,neutral,young adult,scared
3626bpb0585,"Minifigure, Head Dual Sided Black Glasses, Smile / Scared Pattern",Yellow,neutral,young adult,smile
3626bpb0585,"Minifigure, Head Dual Sided Black Glasses, Smile / Scared Pattern",Yellow,neutral,young adult,scared
3626cpb0585,"Minifigure, Head Dual Sided Black Glasses, Smile / Scared Pattern",Yellow,neutral,young adult,smile
3626cpb0585,"Minifigure, Head Dual Sided Black Glasses, Smile / Scared Pattern",Yellow,neutral,young adult,scared
3626cpb1280,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Slight Smile and Cleft Chin / Open Mouth Scared Pattern (McScrubs)",Yellow,neutral,young adult,smile
3626cpb1280,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Slight Smile and Cleft Chin / Open Mouth Scared Pattern (McScrubs)",Yellow,neutral,young adult,scared
3626cpb2431,"Minifigure, Head Dual Sided Lopsided Smile / Open Mouth Scared, Raised Eyebrows Pattern (Emmet)",Yellow,neutral,young adult,smile
3626cpb2431,"Minifigure, Head Dual Sided Lopsided Smile / Open Mouth Scared, Raised Eyebrows Pattern (Emmet)",Yellow,neutral,young adult,scared
3626cpb1089,"Minifigure, Head Dual Sided Happy with Teeth / Eyebrows, Scared Pattern",Yellow,neutral,young adult,smile
3626cpb1089,"Minifigure, Head Dual Sided Happy with Teeth / Eyebrows, Scared Pattern",Yellow,neutral,young adult,scared
3626cpb2281,"Minifigure, Head Dual Sided Happy with Teeth / Eyebrows, Scared with Dimples Pattern",Yellow,neutral,young adult,smile
3626cpb2281,"Minifigure, Head Dual Sided Happy with Teeth / Eyebrows, Scared with Dimples Pattern",Yellow,neutral,young adult,scared
3626cpb2278,"Minifigure, Head Dual Sided Happy with Tongue / Open Mouth Scream Pattern (Emmet)",Yellow,neutral,young adult,smile
3626cpb2278,"Minifigure, Head Dual Sided Happy with Tongue / Open Mouth Scream Pattern (Emmet)",Yellow,neutral,young adult,scared
3626cpb1900,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Green Eyes, Crooked Smile / Concerned Pattern (Lloyd)",Yellow,neutral,young adult,smile
3626cpb1900,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Green Eyes, Crooked Smile / Concerned Pattern (Lloyd)",Yellow,neutral,young adult,smirk
3626cpb0810,"Minifigure, Head Black and Dark Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern",Yellow,neutral,young adult,smile
3626bpb0810,"Minifigure, Head Black and Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern",Yellow,neutral,young adult,smile
3626bpb0934,"Minifigure, Head Black Eyebrows, Pink Cheeks, Chin Strap, White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb2074,"Minifigure, Head Black Eyebrows, Smile with Tongue Pattern",Yellow,neutral,young adult,smile
3626bpb0628,"Minifigure, Head Black Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb0628,"Minifigure, Head Black Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb1221,"Minifigure, Head Black Eyebrows, White Pupils, Happy, Chin Dimple Pattern",Yellow,neutral,young adult,smile
3626bpb0479,"Minifigure, Head Black Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple and Wide Happy Pattern",Yellow,neutral,young adult,smile
3626cpb0479,"Minifigure, Head Black Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple and Wide Happy Pattern",Yellow,neutral,young adult,smile
3626cpb2173,"Minifigure, Head Black Eyebrows, White Pupils, Wide Crooked Smile Pattern",Yellow,neutral,young adult,smile
3626bpb0273,"Minifigure, Head Brown Eyebrows, Thin Happy with Teeth, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb0273,"Minifigure, Head Brown Eyebrows, Thin Happy with Teeth, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626bpb0121,"Minifigure, Head Brown Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb0121,"Minifigure, Head Brown Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Yellow,neutral,young adult,smile
3626cpb2727,"Minifigure, Head Child Black Eyebrows, Freckles, Small Happy with Top Teeth Pattern",Yellow,neutral,child,smile
3626cpb2579,"Minifigure, Head Child Black Eyebrows, Smile, Rainbow and Lavender Stars on Cheeks Pattern",Yellow,neutral,child,smile
3626bpb0690,"Minifigure, Head Child Black Eyelashes, Brown Eyebrows, Freckles Pattern",Yellow,neutral,child,smile
3626cpb1617,"Minifigure, Head Child Brown Eyebrows, Black Eyelashes, Slight Smile Pattern",Yellow,neutral,child,smile
3626cpb2354,"Minifigure, Head Child Dark Pink Eyebrows, Smile and Pink Cheeks Pattern",Yellow,neutral,child,smile
3626cpb2088,"Minifigure, Head Child Med. Nougat Eyebrows, Lime Glasses Pattern",Yellow,neutral,child,smile
3626cpb1595,"Minifigure, Head Child Raised Black Eyebrows, White Pupils, Lopsided Smile with Black Tongue Out Pattern",Yellow,neutral,child,smile
3626cpb2601,"Minifigure, Head Child Reddish Eyebrows, Happy Pattern",Yellow,neutral,child,smile
3626cpb1817,"Minifigure, Head Child with Dark Tan Eyebrows, Black Eyes and Eyelashes, Lopsided Happy, Bright Light Blue Flower on Cheek Pattern",Yellow,neutral,child,smile
3626cpb0690,"Minifigure, Head Child, Black Eyelashes, Reddish Brown Eyebrows, Freckles Pattern",Yellow,neutral,child,smile
3626cpb1565,"Minifigure, Head Child, Glasses with Red Round Frames, Black Eyebrows, Freckles Pattern",Yellow,neutral,child,smile
3626cpb2808,"Minifigure, Head Copper Lightning Scar, Reddish Brown Eyebrows, Eyes, Glasses and Happy Pattern",Yellow,neutral,young adult,smile
3626cpb1195,"Minifigure, Head Dark Orange Eyebrows, White Pupils, Crooked Smile and Chin Dimple Pattern",Yellow,neutral,young adult,smile
3626bpb0122,"Minifigure, Head Glasses Rectangular, Brown Thin Eyebrows, Smile Pattern",Yellow,neutral,young adult,smile
3626cpb1699,"Minifigure, Head Glasses Rectangular, Brown Thin Eyebrows, Smile Pattern",Yellow,neutral,young adult,smile
3626bpb0122b,"Minifigure, Head Glasses Rectangular, Red Thin Eyebrows, Smile Pattern",Yellow,neutral,young adult,smile
3626cpb0122b,"Minifigure, Head Glasses Rectangular, Red Thin Eyebrows, Smile Pattern",Yellow,neutral,young adult,smile
3626cpb1507,"Minifigure, Head Glasses Rounded with Brown Thin Eyebrows, Smile Pattern",Yellow,neutral,young adult,smile
3626bpx89,"Minifigure, Head Glasses with Blue and Light Purple Wrap Sunglasses Pattern",Yellow,neutral,young adult,smile
3626bpb0331,"Minifigure, Head Glasses with Gray Frame Sides, Brown Eyebrows and Happy Pattern",Yellow,neutral,young adult,smile
3626cpb0331,"Minifigure, Head Glasses with Gray Frame Sides, Brown Eyebrows and Happy Pattern",Yellow,neutral,young adult,smile
3626cpb2724,"Minifigure, Head Glasses with Trans-orange Lenses and Black Frames, Chin Dimple, Lopsided Happy Pattern",Yellow,neutral,young adult,smile
3626cpb0435,"Minifigure, Head Male Crooked Smile, Black Eyes with White Pupils, Black Eyebrows Pattern",Yellow,male,young adult,smile
3626bpb0100,"Minifigure, Head Male Headband Blue with Eyebrows Pattern",Yellow,male,young adult,smile
3626bpx101,"Minifigure, Head Male Headband Red and Freckles Pattern",Yellow,male,young adult,smile
3626bpb0009,"Minifigure, Head Male HP Ron with Freckles Pattern",Yellow,male,young adult,smile
3626bpx44,"Minifigure, Head Male Messy Orange Hair, Smile Pattern",Yellow,male,young adult,smile
3626bpb0050,"Minifigure, Head Male Messy Red Hair, Smile, White Pupils Pattern",Yellow,male,young adult,smile
3626cpb0050,"Minifigure, Head Male Messy Red Hair, Smile, White Pupils Pattern",Yellow,male,young adult,smile
3626bpb0712,"Minifigure, Head Male Thick Black Eyebrows, Repaired Glasses, Nervous Smile Pattern",Yellow,male,young adult,smile
3626cpb0510,"Minifigure, Head Male Thick Reddish Brown Eyebrows, White Pupils and Lopsided Happy with Teeth Pattern",Yellow,male,young adult,smile
3626bp62,"Minifigure, Head Male White Bangs Messy Hair Pattern",Yellow,male,young adult,smile
3626bpx27,"Minifigure, Head Male White Bangs Pattern",Yellow,male,young adult,smile
3626cpb2065,"Minifigure, Head Orange Eyebrows and Freckles, Smiling with One Tooth Pattern",Yellow,neutral,young adult,smile
3626cpb1589,"Minifigure, Head Raised Black Eyebrows, White Pupils, Lopsided Smile with Red Tongue Out Pattern",Yellow,neutral,young adult,smile
3626cpb1873,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Crooked Smile Pattern (Lloyd)",Yellow,neutral,young adult,smile
3626bpx124,"Minifigure, Head Standard Happy and Red Nose Freckles Pattern",Yellow,neutral,young adult,smile
3626apx124,"Minifigure, Head Standard Happy and Red Nose Freckles Pattern - Solid",Yellow,neutral,young adult,smile
3626cpb0726,"Minifigure, Head Dual Sided LotR Merry Smirking / Shouting Pattern",Yellow,neutral,young adult,smile
3626cpb0726,"Minifigure, Head Dual Sided LotR Merry Smirking / Shouting Pattern",Yellow,neutral,young adult,angry
3626cpb2308,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Happy Pattern / Smile Showing Teeth",Yellow,neutral,young adult,smile
3626cpb2308,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Happy Pattern / Smile Showing Teeth",Yellow,neutral,young adult,happy
3626bpb0044,"Minifigure, Head Dual Sided Brown Eyebrows, No Glasses / Glasses Pattern",Yellow,neutral,young adult,smile
3626bpb0044,"Minifigure, Head Dual Sided Brown Eyebrows, No Glasses / Glasses Pattern",Yellow,neutral,young adult,smile
3626cpb2247,"Minifigure, Head Dual Sided Blue Slotted Sunglasses, Lopsided Smile with Teeth / Left Raised Eyebrow, Small Mouth with Lips Pattern",Yellow,neutral,young adult,smile
3626cpb2247,"Minifigure, Head Dual Sided Blue Slotted Sunglasses, Lopsided Smile with Teeth / Left Raised Eyebrow, Small Mouth with Lips Pattern",Yellow,neutral,young adult,surprised
3626bp04,"Minifigure, Head Glasses with Black Sunglasses and Standard Happy Pattern",Yellow,neutral,young adult,smile
3626bpx87,"Minifigure, Head Glasses with Blue Wrap Sunglasses and Standard Smile Pattern",Yellow,neutral,young adult,smile
3626bpx88,"Minifigure, Head Glasses with Dark Ski Goggles Pattern",Yellow,neutral,young adult,smile
3626cpb1838,"Minifigure, Head Glasses with Gold Frame, White and Gray Eyebrows, Dark Orange Cheek Lines Pattern",Yellow,neutral,young adult,smile
3626bpx114,"Minifigure, Head Glasses with Green Angled Sunglasses and Brown Hair Pattern",Yellow,neutral,young adult,smile
3626bpb0469,"Minifigure, Head Glasses with Orange Sunglasses, Brown Eyebrows and Crooked Smile Pattern",Yellow,neutral,young adult,smile
3626bpx12,"Minifigure, Head Male Brown Bangs and Long Brown Hair Pattern",Yellow,male,young adult,smile
3626bpb0045,"Minifigure, Head Male Brown Bangs Parted on Right, Thick Eyes and Smile Pattern",Yellow,male,young adult,smile
3626bpb0016,"Minifigure, Head Male Brown Bangs Parted on Right, White Pupils and Smile Pattern",Yellow,male,young adult,smile
3626bpx17,"Minifigure, Head Male Brown Bangs Pattern",Yellow,male,young adult,smile
3626bpx126,"Minifigure, Head Male Messy Black Hair, Slight Smile, Eyebrows Pattern",Yellow,male,young adult,smile
3626bpx16,"Minifigure, Head Male Smile, Black Eyebrows, Short Bangs and Long Hair Pattern",Yellow,male,young adult,smile
3626cpb0511,"Minifigure, Head Male Thin Happy, Black Eyes with White Pupils, Black Eyebrows Pattern",Yellow,male,young adult,smile
3626cp01,"Minifigure, Head Standard Happy Pattern",Yellow,neutral,young adult,smile
3626ap01,"Minifigure, Head Standard Happy Pattern - Solid",Yellow,neutral,young adult,smile
3626bp05,"Minifigure, Head Standard Happy, Black Eyebrows, Thick Mouth Pattern",Yellow,neutral,young adult,smile
3626cpb2205,"Minifigure, Head Dual Sided Beard Stubble, Thick Eyebrows, Pencil Moustache, Soul Patch, Smile / Frown Pattern",Yellow,male,young adult,smile
3626cpb2205,"Minifigure, Head Dual Sided Beard Stubble, Thick Eyebrows, Pencil Moustache, Soul Patch, Smile / Frown Pattern",Yellow,male,young adult,angry
3626cpb2279,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Happy / Open Mouth Angry Pattern (Rex Dangervest)",Yellow,male,young adult,smile
3626cpb2279,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Happy / Open Mouth Angry Pattern (Rex Dangervest)",Yellow,male,young adult,angry
3626cpb2039,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Chin Dimple and Cheek Lines, Smile with Tooth / Open Mouth Angry Pattern",Yellow,neutral,young adult,smile
3626cpb2039,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Chin Dimple and Cheek Lines, Smile with Tooth / Open Mouth Angry Pattern",Yellow,neutral,young adult,angry
3626bpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Yellow,neutral,young adult,smile
3626bpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Yellow,neutral,young adult,angry
3626cpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Yellow,neutral,young adult,smile
3626cpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Yellow,neutral,young adult,angry
3626cpb1250,"Minifigure, Head Dual Sided Black Eyebrows, Mouth Lines / Dark Bluish Gray Visor with Silver Squares, Happy with Teeth Pattern",Yellow,neutral,young adult,smile
3626cpb1250,"Minifigure, Head Dual Sided Black Eyebrows, Mouth Lines / Dark Bluish Gray Visor with Silver Squares, Happy with Teeth Pattern",Yellow,neutral,young adult,annoyed
3626bpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Yellow,male,young adult,smile
3626bpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Yellow,male,young adult,happy
3626cpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Yellow,male,young adult,smile
3626cpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Yellow,male,young adult,happy
3626cpb2143,"Minifigure, Head Dual Sided Black Eyebrows and Stubble, Smiling / Neutral Expression Pattern",Yellow,male,young adult,smile
3626cpb2143,"Minifigure, Head Dual Sided Black Eyebrows and Stubble, Smiling / Neutral Expression Pattern",Yellow,male,young adult,neutral
3626bpb0602,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Happy with Gold Upper Row Teeth / Black Eye, Crooked Lips Sad Pattern",Yellow,neutral,young adult,smile
3626bpb0602,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Happy with Gold Upper Row Teeth / Black Eye, Crooked Lips Sad Pattern",Yellow,neutral,young adult,sad
3626cpb2751,"Minifigure, Head Dual Sided Black Eyebrows and Moustache, Dark Turquoise Star Glasses, Gap in Teeth, Smile / Scared Pattern",Yellow,male,young adult,smile
3626cpb2751,"Minifigure, Head Dual Sided Black Eyebrows and Moustache, Dark Turquoise Star Glasses, Gap in Teeth, Smile / Scared Pattern",Yellow,male,young adult,scared
3626cpb1929,"Minifigure, Head Dual Sided Red Glasses, Black Eyebrows, Smile / Scared Pattern",Yellow,neutral,young adult,smile
3626cpb1929,"Minifigure, Head Dual Sided Red Glasses, Black Eyebrows, Smile / Scared Pattern",Yellow,neutral,young adult,scared
3626bpb0303,"Minifigure, Head Dual Sided Silver Glasses, Headset, Smile / Scared Pattern",Yellow,neutral,young adult,smile
3626bpb0303,"Minifigure, Head Dual Sided Silver Glasses, Headset, Smile / Scared Pattern",Yellow,neutral,young adult,scared
3626cpb1762,"Minifigure, Head Dual Sided Thick Black Eyebrows, Goatee, Cheek Lines, Crooked Smile / Gray Headband, Scared Pattern",Yellow,male,young adult,smile
3626cpb1762,"Minifigure, Head Dual Sided Thick Black Eyebrows, Goatee, Cheek Lines, Crooked Smile / Gray Headband, Scared Pattern",Yellow,male,young adult,scared
3626cpb1919,"Minifigure, Head Dual Sided White Bushy Eyebrows, Goatee, Wrinkles, Smile / Open Mouth Scared Pattern",Yellow,male,older adult,smile
3626cpb1919,"Minifigure, Head Dual Sided White Bushy Eyebrows, Goatee, Wrinkles, Smile / Open Mouth Scared Pattern",Yellow,male,older adult,scared
3626bpb0266,"Minifigure, Head Male Red-Brown Hair over Eye, One Eyebrow, Stubble, White Pupils Pattern",Yellow,male,young adult,smile
3626cpb0676,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils and Pensive Smile with Teeth Pattern",Yellow,male,young adult,smile
3626bpb0683,"Minifigure, Head Male Brown Bushy Sideburns, Thin Eyebrows, White Pupils and Open Mouth Smile Pattern",Yellow,male,young adult,smile
3626bpb0216,"Minifigure, Head Male Pupils, Black Hair, Curly Eyebrows, Goatee Pattern",Yellow,male,young adult,smile
3626bpb0023,"Minifigure, Head Beard around Mouth, White Smile, White Pupils Pattern",Yellow,male,young adult,smile
3626cpb0023,"Minifigure, Head Beard around Mouth, White Smile, White Pupils Pattern",Yellow,male,young adult,smile
3626cpb1213,"Minifigure, Head Beard Black Angular, Pupils, Teeth Pattern",Yellow,male,young adult,smile
3626bpb0196,"Minifigure, Head Beard Brown Angular with White Pupils and Happy Pattern",Yellow,male,young adult,smile
3626cpb0884,"Minifigure, Head Beard Brown Angular, Pupils, Teeth Pattern",Yellow,male,young adult,smile
3626bpb0332,"Minifigure, Head Beard Brown Rounded with White Pupils and Happy Pattern",Yellow,male,young adult,smile
3626cpb0332,"Minifigure, Head Beard Brown Rounded with White Pupils and Happy Pattern",Yellow,male,young adult,smile
3626cpb1331,"Minifigure, Head Beard Brown Stubble, Eyepatch, Open Happy, Missing Teeth Pattern",Yellow,male,young adult,smile
3626bpb0676,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils and Pensive Smile with Teeth Pattern",Yellow,male,young adult,smile
3626cpb1960,"Minifigure, Head Beard Gray and White, Thick Eyebrows, Right Raised Eyebrow, Dark Orange Cheek Lines Pattern",Yellow,male,young adult,smile
3626cpb1512,"Minifigure, Head Beard Orange, Bushy Eyebrows, White Pupils, Wrinkles and Smile Pattern",Yellow,male,older adult,smile
3626cpb1360,"Minifigure, Head Beard Stubble, Brown Eyebrows, Moustache, Open Mouth, Two Teeth Pattern (Hank Haystack)",Yellow,male,young adult,smile
3626cpb1305,"Minifigure, Head Beard Stubble, Brown Eyebrows, White Pupils, Happy Pattern",Yellow,male,young adult,smile
3626bpb0848,"Minifigure, Head Beard Stubble, Thick Dark Tan Eyebrows and Open Happy Pattern",Yellow,male,young adult,smile
3626bpb0025,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red Pattern",Yellow,male,young adult,smile
3626apb05,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red Pattern - Solid",Yellow,male,young adult,smile
3626bpx123,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red, Eyepatch Pattern",Yellow,male,young adult,smile
3626bpx22,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Red Pattern",Yellow,male,young adult,smile
3626bpx80,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Red, Eyepatch Pattern",Yellow,male,young adult,smile
3626bpb0545,"Minifigure, Head Beard White, Bushy Eyebrows, Smile, White Pupils Pattern",Yellow,male,young adult,smile
3626bpx141,"Minifigure, Head Beard with Beard, Hair, and Sideburns in Vertical Line Pattern",Yellow,male,young adult,smile
3626bpb0249,"Minifigure, Head Beard with Brown Trim Beard (forked below mouth) and Eyebrows Pattern",Yellow,male,young adult,smile
3626bpb0024,"Minifigure, Head Beard with Brown Trim Beard (forked below mouth) and Eyebrows, Headset Pattern",Yellow,male,young adult,smile
3626bp39,"Minifigure, Head Beard with Gray Facial Hair Pattern",Yellow,male,young adult,smile
3626bpx43,"Minifigure, Head Beard, Raised Gray Eyebrows and Open White Mouth, Black Pupils Pattern",Yellow,male,young adult,smile
3626cpb2144,"Minifigure, Head Black Eyebrows, Right Raised, Dark Orange Brow Furrow, Crow's Feet, Light Bluish Gray Beard, White Highlights Pattern",Yellow,male,older adult,smile
3626cpb1937,"Minifigure, Head Black Eyebrows, Sideburns and Goatee, Scared Pattern",Yellow,male,young adult,smile
3626cpb2385,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Smirk Pattern",Yellow,neutral,young adult,smile
3626bpb0743,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Sweat Beads, Happy with Teeth Pattern",Yellow,neutral,young adult,smile
3626cpb2526,"Minifigure, Head Black Eyepatch, Brown Eyebrows, Sideburns, Stubble, Open White Mouth Pattern",Yellow,male,young adult,smile
3626cpb1886,"Minifigure, Head Black Short Eyebrows, Med. Nougat Cheek Lines, Black Moustache, Slight Smile Pattern",Yellow,male,young adult,smile
3626cpb2733,"Minifigure, Head Black Thick Eyebrows, Reddish Brown Sideburns, Cheek Lines, Chin Dimple, Lopsided Happy Pattern",Yellow,male,young adult,smile
3626cpb1872,"Minifigure, Head Dark Brown Eyebrows, Dark Orange Freckles, Open Mouth Crooked Smile Pattern (Jay)",Yellow,neutral,young adult,smile
3626bpx24,"Minifigure, Head Glasses with Blue Glasses and Headset Pattern",Yellow,neutral,young adult,smile
3626bpb0110,"Minifigure, Head Glasses with Blue Sunglasses and Moustache Pattern",Yellow,male,young adult,smile
3626bpb0176,"Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern",Yellow,male,young adult,smile
3626bpb0691,"Minifigure, Head Glasses with Brown Moustache and Eyebrows Pattern",Yellow,male,young adult,smile
3626bpx62,"Minifigure, Head Glasses with Goatee Pattern",Yellow,male,young adult,smile
3626bpx14,"Minifigure, Head Glasses with Gray Eyebrows, Beard and Moustache Pattern",Yellow,male,young adult,smile
3626cpx14,"Minifigure, Head Glasses with Gray Eyebrows, Beard and Moustache Pattern",Yellow,male,young adult,smile
3626cpb1116,"Minifigure, Head Glasses with Green Goggles and Brown Stubble Pattern",Yellow,male,young adult,smile
3626bpb0228,"Minifigure, Head Glasses with Headset, Fine Stubble Pattern (Flex)",Yellow,male,young adult,smile
3626bpb0003,"Minifigure, Head Glasses with HP Dumbledore Pattern",Yellow,neutral,young adult,smile
3626cpb0803,"Minifigure, Head Glasses with Safety Goggles, Brown Eyebrows and Goatee Pattern",Yellow,male,young adult,smile
3626bpb0587,"Minifigure, Head Glasses with Silver Round Frames, Dark Tan Sideburns Pattern",Yellow,male,young adult,smile
3626bpb0098,"Minifigure, Head Glasses with Silver Sunglasses and Goatee Pattern",Yellow,male,young adult,smile
3626bpx157,"Minifigure, Head Glasses with Silver Sunglasses and Red Headset Pattern",Yellow,neutral,young adult,smile
3626bpb0512,"Minifigure, Head Glasses with Slotted White Sunglasses and Smirk with Gold Teeth Pattern",Yellow,neutral,young adult,smile
3626cpb0512,"Minifigure, Head Glasses with Slotted White Sunglasses and Smirk with Gold Teeth Pattern",Yellow,neutral,young adult,smile
3626cpb1399,"Minifigure, Head Goatee, Dark Bluish Gray Eyebrows, Glasses, Crooked Smile, Cheek Lines and Forehead Wrinkles Pattern",Yellow,male,older adult,smile
3626cpb1496,"Minifigure, Head Gray Eyebrows and Full Beard with Black Lines, Black Glasses and White Pupils Pattern",Yellow,male,young adult,smile
3626cpb2534,"Minifigure, Head Gray Eyebrows and Stubble, Med. Nougat Cheek Lines and Chin Dimple, Black Glasses Pattern",Yellow,male,young adult,smile
3626bpb0535,"Minifigure, Head Male Black Eyebrows, Black Goatee and Moustache, White Pupils Pattern",Yellow,male,young adult,smile
3626bpb0426,"Minifigure, Head Male Black Eyebrows, Cheek Lines and White Pupils Pattern",Yellow,male,young adult,smile
3626bpb0838,"Minifigure, Head Male Black Eyebrows, Eyelashes, Cheek Dimples, Smile Pattern",Yellow,male,young adult,smile
3626bpx100,"Minifigure, Head Male Black Unibrow, Stubble under Dipping Mouth Line Pattern",Yellow,male,young adult,smile
3626bpx26,"Minifigure, Head Male Brown Bangs and Line Stubble Pattern",Yellow,male,young adult,smile
3626bpb0103,"Minifigure, Head Male Brown Hair, Thick Arched Eyebrows and Stubble Pattern",Yellow,male,young adult,smile
3626bpb0458,"Minifigure, Head Male Brown Stubble, Brown Eyebrows, Crooked Smile and Cheek Lines Pattern",Yellow,male,young adult,smile
3626cpb0458,"Minifigure, Head Male Brown Stubble, Brown Eyebrows, Crooked Smile and Cheek Lines Pattern",Yellow,male,young adult,smile
