item_number,description,color,gender,age,emotion
3626cpb1577,"Minifigure, Head Beard White, Moustache, Black Eyebrows, Cheek Lines, Sneer Pattern (Captain Rex)",Light Nougat,male,young adult,annoyed
3626cpb0620,"Minifigure, Head Beard with Brown Eyebrows, Moustache and Beard Pattern",Light Nougat,male,young adult,annoyed
3626bpb0407,"Minifigure, Head Beard with SW Gray Beard and Eyebrows, Lines under Eyes, Furrowed Brow, White Pupils Pattern",Light Nougat,male,young adult,annoyed
3626cpb0407,"Minifigure, Head Beard with SW Gray Beard and Eyebrows, Lines under Eyes, Furrowed Brow, White Pupils Pattern",Light Nougat,male,young adult,annoyed
3626cpb2708,"Minifigure, Head Black and Light Bluish Gray Eyebrows, Gold Glasses, Chin Lines, Light Bluish Gray and White Sideburns Pattern",Light Nougat,male,young adult,annoyed
3626cpb1988,"Minifigure, Head Black Bushy Eyebrows, White Moustache and Beard with Gray Pattern",Light Nougat,male,young adult,annoyed
3626cpb1724,"Minifigure, Head Black Eyebrows, Med. Nougat Cheek Lines, Dark Tan Chin Ornament Pattern",Light Nougat,neutral,young adult,annoyed
3626cpb2156,"Minifigure, Head Dark Bluish Gray Eyebrows, Dark Orange Crow's Feet and Jowel Lines, Frowning Mouth Pattern",Light Nougat,neutral,older adult,annoyed
3626cpb1433,"Minifigure, Head Dark Orange Eyebrows and Sideburns, White Pupils, Frown Pattern",Light Nougat,male,young adult,annoyed
3626cpb0867,"Minifigure, Head LotR Bushy Brown Eyebrows and Wrinkles with Dark Blue Tattoo on Reverse Pattern (Dwalin)",Light Nougat,neutral,older adult,annoyed
3626cpb1033,"Minifigure, Head Male Black Eyebrows, Cheek Lines, Open Mouth, Headset Pattern (SW Imperial Gunner)",Light Nougat,male,young adult,annoyed
3626bpb0074,"Minifigure, Head Male Brown Eyebrows and Black Chin Strap Pattern",Light Nougat,male,young adult,annoyed
3626cpb0074,"Minifigure, Head Male Brown Eyebrows and Black Chin Strap Pattern",Light Nougat,male,young adult,annoyed
3626cpb1120,"Minifigure, Head Male Dark Tan Eyebrows Furrowed, Cheek Lines, Frown, Headset Pattern (SW Airen Cracken)",Light Nougat,male,young adult,annoyed
3626cpb1752,"Minifigure, Head Male Dark Tan Eyebrows, White Pupils, Cheek Lines, Frown Pattern (SW Director Krennic)",Light Nougat,male,young adult,annoyed
3626cpb1136,"Minifigure, Head Male Dark Tan Eyebrows, Wrinkles and Headset Pattern (SW General Veers)",Light Nougat,male,older adult,annoyed
3626bpb0203,"Minifigure, Head Moustache Dark Bluish Gray Bushy, Dark Bluish Gray Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,annoyed
3626bpb0213,"Minifigure, Head Moustache with Hair, Eyebrows, White Pupils, Dimples Pattern (HP Peter Pettigrew)",Light Nougat,male,young adult,annoyed
3626cpb2483,"Minifigure, Head Reddish Brown Eyebrows, Dark Orange Spots, Med. Nougat Goatee Stubble Pattern",Light Nougat,male,young adult,annoyed
3626bpb0484,"Minifigure, Head Stubble, Bushy Eyebrows, Forehead Lines Pattern (HP Argus Filch)",Light Nougat,male,young adult,annoyed
3626cpb2141,"Minifigure, Head Black Unibrow, Wide Lopsided Happy Showing Teeth, Missing a Tooth Pattern",Light Nougat,neutral,young adult,evil
3626cpb0991,"Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Evil Happy / Closed Mouth Sad Pattern (SW Young Boba Fett)",Light Nougat,neutral,young adult,evil
3626cpb0991,"Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Evil Happy / Closed Mouth Sad Pattern (SW Young Boba Fett)",Light Nougat,neutral,young adult,frown
3626cpb1517,"Minifigure, Head Dual Sided Lavender Eye Mask with Eye Holes, Vicious Smile / Open Mouth Corner Raised Snarl Pattern (The Riddler)",Light Nougat,neutral,young adult,evil
3626cpb1517,"Minifigure, Head Dual Sided Lavender Eye Mask with Eye Holes, Vicious Smile / Open Mouth Corner Raised Snarl Pattern (The Riddler)",Light Nougat,neutral,young adult,angry
3626cpb0808,"Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes / Black Eyes with White Pupils Pattern (SW Palpatine)",Light Nougat,neutral,older adult,evil
3626cpb0808,"Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes / Black Eyes with White Pupils Pattern (SW Palpatine)",Light Nougat,neutral,older adult,angry
3626cpb2502,"Minifigure, Head Dual Sided Olive Green Face Paint, Open / Closed Happy Pattern",Light Nougat,neutral,young adult,evil
3626cpb2502,"Minifigure, Head Dual Sided Olive Green Face Paint, Open / Closed Happy Pattern",Light Nougat,neutral,young adult,evil
3626bpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,evil
3626bpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,evil
3626cpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,evil
3626cpb0671,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,evil
3626cpb1076,"Minifigure, Head Dual Sided Wrinkles, Dark Tan Eyebrows, Bared Teeth Evil Happy / Stern Pattern (SW Palpatine)",Light Nougat,neutral,older adult,evil
3626cpb1076,"Minifigure, Head Dual Sided Wrinkles, Dark Tan Eyebrows, Bared Teeth Evil Happy / Stern Pattern (SW Palpatine)",Light Nougat,neutral,older adult,sad
3626bpb0419,"Minifigure, Head Beard Stubble, Arched Eyebrow, Evil Happy with Teeth Pattern",Light Nougat,male,young adult,evil
3626cpb1558,"Minifigure, Head Black Bushy Eyebrows, Thin Moustache, Wide Smile with Teeth Pattern (Captain Hook)",Light Nougat,male,young adult,evil
3626cpb2064,"Minifigure, Head Black Eyebrows, Dark Orange Sideburns, Big Smile with Red Tongue Pattern",Light Nougat,male,young adult,evil
3626cpb2134,"Minifigure, Head Dual Sided Black Eyebrows, Scowl / Crooked Malicious Smile Pattern",Light Nougat,neutral,young adult,frown
3626bpb0401,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Light Nougat,male,young adult,frown
3626cpb0401,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Light Nougat,male,young adult,frown
3626cpb2358,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Frown / Angry Pattern",Light Nougat,neutral,young adult,frown
3626cpb2358,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Frown / Angry Pattern",Light Nougat,neutral,young adult,angry
3626cpb0624,"Minifigure, Head Dual Sided Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,young adult,frown
3626cpb0624,"Minifigure, Head Dual Sided Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,young adult,angry
3626cpb1908,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Neutral / Angry Pattern (Kylo Ren)",Light Nougat,neutral,young adult,frown
3626cpb1908,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Neutral / Angry Pattern (Kylo Ren)",Light Nougat,neutral,young adult,angry
3626cpb2351,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Open Mouth / Determined Pattern (Kylo Ren)",Light Nougat,neutral,young adult,frown
3626cpb2351,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Open Mouth / Determined Pattern (Kylo Ren)",Light Nougat,neutral,young adult,angry
3626bpb0402,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Light Nougat,male,young adult,frown
3626cpb0402,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Light Nougat,male,young adult,frown
3626cpb0778,"Minifigure, Head Male Scar over Left Eye, Wrinkles Pattern (SW Even Piell)",Light Nougat,male,older adult,frown
3626cpb1265,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,frown
3626cpb1265,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb1970,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Chin Dimple, Open Mouth / Pilot Breathing Mask Pattern",Light Nougat,neutral,young adult,frown
3626cpb1970,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Chin Dimple, Open Mouth / Pilot Breathing Mask Pattern",Light Nougat,neutral,young adult,neutral
3626bpb0406,"Minifigure, Head Dual Sided Thick Eyebrows, Blue Eyes, Scar and Lines / Snow Goggles and Gray Bandana Pattern (SW Anakin)",Light Nougat,neutral,young adult,frown
3626bpb0406,"Minifigure, Head Dual Sided Thick Eyebrows, Blue Eyes, Scar and Lines / Snow Goggles and Gray Bandana Pattern (SW Anakin)",Light Nougat,neutral,young adult,smirk
3626cpb2060,"Minifigure, Head Dual Sided Black Eyebrows and Goatee, Raised Eyebrow / Light Blue Head-Up Display Pattern",Light Nougat,male,young adult,frown
3626cpb2060,"Minifigure, Head Dual Sided Black Eyebrows and Goatee, Raised Eyebrow / Light Blue Head-Up Display Pattern",Light Nougat,male,young adult,angry
3626cpb0931,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Chin Dimple, Determined / Bared Teeth with Red Eyes Pattern (Superman)",Light Nougat,neutral,young adult,frown
3626cpb0931,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Chin Dimple, Determined / Bared Teeth with Red Eyes Pattern (Superman)",Light Nougat,neutral,young adult,angry
3626cpb2236,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Brow and Jowl Lines, Sneer with Raised Eyebrow / Scowl Pattern",Light Nougat,neutral,young adult,frown
3626cpb2236,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Brow and Jowl Lines, Sneer with Raised Eyebrow / Scowl Pattern",Light Nougat,neutral,young adult,angry
3626cpb1989,"Minifigure, Head Dual Sided Black Eyebrows, Moustache and Beard, Passive / Red Eyes Pattern",Light Nougat,male,young adult,frown
3626cpb1989,"Minifigure, Head Dual Sided Black Eyebrows, Moustache and Beard, Passive / Red Eyes Pattern",Light Nougat,male,young adult,angry
3626cpb1021,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Shouting Pattern (Thranduil)",Light Nougat,neutral,older adult,frown
3626cpb1021,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Shouting Pattern (Thranduil)",Light Nougat,neutral,older adult,angry
3626cpb0812,"Minifigure, Head Dual Sided Brown Eyebrows, Wrinkles, Calm / Angry, Clenched Teeth Pattern",Light Nougat,neutral,older adult,frown
3626cpb0812,"Minifigure, Head Dual Sided Brown Eyebrows, Wrinkles, Calm / Angry, Clenched Teeth Pattern",Light Nougat,neutral,older adult,angry
3626cpb0709,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown / Angry Pattern",Light Nougat,male,young adult,frown
3626cpb0709,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown / Angry Pattern",Light Nougat,male,young adult,angry
3626cpb2522,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Cheek Lines and Scar, Determined / Angry with Yellow Eyes Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,frown
3626cpb2522,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Cheek Lines and Scar, Determined / Angry with Yellow Eyes Pattern (SW Anakin Sith)",Light Nougat,neutral,young adult,angry
3626cpb0960,"Minifigure, Head Dual Sided Dark Tan Moustache and Eyebrows, Stern / Angry Pattern (Captain J. Fuller)",Light Nougat,male,young adult,frown
3626cpb0960,"Minifigure, Head Dual Sided Dark Tan Moustache and Eyebrows, Stern / Angry Pattern (Captain J. Fuller)",Light Nougat,male,young adult,angry
3626cpb1261,"Minifigure, Head Dual Sided Gray and White Eyebrows, Cheek Lines, Raised Eyebrow / Bared Teeth Pattern",Light Nougat,neutral,young adult,frown
3626cpb1261,"Minifigure, Head Dual Sided Gray and White Eyebrows, Cheek Lines, Raised Eyebrow / Bared Teeth Pattern",Light Nougat,neutral,young adult,angry
3626cpb0707,"Minifigure, Head Dual Sided Gray Eyebrows, Wrinkles and Cheek Lines, Frown / Angry Pattern",Light Nougat,neutral,older adult,frown
3626cpb0707,"Minifigure, Head Dual Sided Gray Eyebrows, Wrinkles and Cheek Lines, Frown / Angry Pattern",Light Nougat,neutral,older adult,angry
3626cpb0708,"Minifigure, Head Dual Sided Light Brown Eyebrows and Beard, Frown / Angry Pattern",Light Nougat,male,young adult,frown
3626cpb0708,"Minifigure, Head Dual Sided Light Brown Eyebrows and Beard, Frown / Angry Pattern",Light Nougat,male,young adult,angry
3626cpb1022,"Minifigure, Head Dual Sided LotR Bard Long Black Sideburns, Moustache, Goatee, Frowning / Angry Pattern",Light Nougat,male,young adult,frown
3626cpb1022,"Minifigure, Head Dual Sided LotR Bard Long Black Sideburns, Moustache, Goatee, Frowning / Angry Pattern",Light Nougat,male,young adult,angry
3626cpb0819,"Minifigure, Head Dual Sided LotR Bushy Brown Eyebrows, Wrinkles, Scowling / Battle Rage Pattern (Gloin)",Light Nougat,neutral,older adult,frown
3626cpb0819,"Minifigure, Head Dual Sided LotR Bushy Brown Eyebrows, Wrinkles, Scowling / Battle Rage Pattern (Gloin)",Light Nougat,neutral,older adult,angry
3626cpb0820,"Minifigure, Head Dual Sided LotR Bushy Gray Eyebrows, Wrinkles, Calm / Battle Rage Pattern (Oin)",Light Nougat,neutral,older adult,frown
3626cpb0820,"Minifigure, Head Dual Sided LotR Bushy Gray Eyebrows, Wrinkles, Calm / Battle Rage Pattern (Oin)",Light Nougat,neutral,older adult,angry
3626cpb0814,"Minifigure, Head Dual Sided LotR Dark Bluish Gray Eyebrows, Black Beard, Wrinkles, Stern / Open Mouth with Teeth Pattern",Light Nougat,male,older adult,frown
3626cpb0814,"Minifigure, Head Dual Sided LotR Dark Bluish Gray Eyebrows, Black Beard, Wrinkles, Stern / Open Mouth with Teeth Pattern",Light Nougat,male,older adult,angry
3626bpb0811,"Minifigure, Head Dual Sided LotR Elrond Calm / Battle Rage Pattern",Light Nougat,neutral,young adult,frown
3626bpb0811,"Minifigure, Head Dual Sided LotR Elrond Calm / Battle Rage Pattern",Light Nougat,neutral,young adult,angry
3626bpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Light Nougat,male,older adult,frown
3626bpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Light Nougat,male,older adult,angry
3626cpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Light Nougat,male,older adult,frown
3626cpb0725,"Minifigure, Head Dual Sided LotR Eomer Beard and Crow's Feet Frowning / Shouting Pattern",Light Nougat,male,older adult,angry
3626cpb0724,"Minifigure, Head Dual Sided LotR Rohan Soldier Shaggy Beard and Eyebrows Frowning / Grimacing Pattern",Light Nougat,male,young adult,frown
3626cpb0724,"Minifigure, Head Dual Sided LotR Rohan Soldier Shaggy Beard and Eyebrows Frowning / Grimacing Pattern",Light Nougat,male,young adult,angry
3626cpb1225,"Minifigure, Head Dual Sided Orange Visor, Black Eyebrows, Determined / Angry Pattern (SW Clone Pilot)",Light Nougat,neutral,young adult,frown
3626cpb1225,"Minifigure, Head Dual Sided Orange Visor, Black Eyebrows, Determined / Angry Pattern (SW Clone Pilot)",Light Nougat,neutral,young adult,angry
3626cpb1486,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Concerned / Angry Pattern (Kylo Ren)",Light Nougat,neutral,young adult,frown
3626cpb1486,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Concerned / Angry Pattern (Kylo Ren)",Light Nougat,neutral,young adult,angry
3626cpb1688,"Minifigure, Head Dual Sided White and Gray Eyebrows, Moustache Fu Manchu, Wrinkles / Lime Eyes, Black Eyebrows, Pattern",Light Nougat,male,older adult,frown
3626cpb1688,"Minifigure, Head Dual Sided White and Gray Eyebrows, Moustache Fu Manchu, Wrinkles / Lime Eyes, Black Eyebrows, Pattern",Light Nougat,male,older adult,angry
3626cpb2151,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Brown and Gray Sideburns, Stubble, Mouth Closed / Open Pattern (SW Wuher)",Light Nougat,male,young adult,frown
3626cpb2151,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Brown and Gray Sideburns, Stubble, Mouth Closed / Open Pattern (SW Wuher)",Light Nougat,male,young adult,angry
3626cpb1472,"Minifigure, Head Dual Sided Dark Orange Trim Beard and Headset, Closed Mouth / Bared Teeth Pattern (SW Obi-Wan)",Light Nougat,male,young adult,frown
3626cpb1472,"Minifigure, Head Dual Sided Dark Orange Trim Beard and Headset, Closed Mouth / Bared Teeth Pattern (SW Obi-Wan)",Light Nougat,male,young adult,annoyed
3626bpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Light Nougat,male,young adult,frown
3626bpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Light Nougat,male,young adult,annoyed
3626cpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Light Nougat,male,young adult,frown
3626cpb0670,"Minifigure, Head Dual Sided Dark Orange Trim Beard, Closed Mouth / Bared Teeth Pattern",Light Nougat,male,young adult,annoyed
3626cpb2723,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Wrinkles, Headset, Frown / Smile Pattern",Light Nougat,neutral,older adult,frown
3626cpb2723,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Wrinkles, Headset, Frown / Smile Pattern",Light Nougat,neutral,older adult,annoyed
3626bpx328,"Minifigure, Head Dual Sided HP Death Eater Mask / Black Raised Eyebrows and Grim Mouth Pattern",Light Nougat,neutral,young adult,frown
3626bpx328,"Minifigure, Head Dual Sided HP Death Eater Mask / Black Raised Eyebrows and Grim Mouth Pattern",Light Nougat,neutral,young adult,evil
3626bpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Light Nougat,neutral,young adult,frown
3626bpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Light Nougat,neutral,young adult,evil
3626cpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Light Nougat,neutral,young adult,frown
3626cpb0488,"Minifigure, Head Dual Sided HP Death Eater Mask with White Swirls / Raised Eyebrows Pattern",Light Nougat,neutral,young adult,evil
3626bpb0555,"Minifigure, Head Dual Sided PotC Jack Black Moustache Determined / Skull Face Pattern",Light Nougat,male,young adult,frown
3626bpb0555,"Minifigure, Head Dual Sided PotC Jack Black Moustache Determined / Skull Face Pattern",Light Nougat,male,young adult,evil
