rb,Picture,Element Id,Element Name,Color (common),Color TLG,Price DKK,Price EUR
4001,,6065505,"FLAT TILE 1X1, ROUND",trans bluish violet,transparent bright bluish violet,"0,12","0,02"
4059,,6070714,"FLAT TILE 1X1, ROUND",yellow,bright yellow,"0,09","0,01"
4176,,6079000,"FLAT TILE 1X1, ROUND",trans brown,transparent brown,"0,09","0,01"
4923,,6124611,"FLAT TILE 1X1, ROUND",medium blue,medium blue,"0,09","0,01"
5134,,6133854,"FLAT TILE 1X1, ROUND",reddish brown,reddish brown,"0,09","0,01"
5297,,6139649,"FLAT TILE 1X1, ROUND",tan,brick yellow,"0,09","0,01"
5490,,6148244,"FLAT TILE 1X1, ROUND",trans green,transparent bright green,"0,12","0,02"
7566,,6219601,"FLAT TILE 1X1, ROUND",dark blue,earth blue,"0,09","0,01"
7648,,6222416,"FLAT TILE 1X1, ROUND",DBG (dark bluish gray),dark stone grey,"0,09","0,01"
8256,,6238047,"FLAT TILE 1X1, ROUND",white glow,white glow,"0,99","0,13"
9396,,6258607,"FLAT TILE 1X1, ROUND",trans red,transparent red,"0,08","0,01"
9680,,6273627,"FLAT TILE 1X1, ROUND",trans blue,transparent blue,"0,11","0,01"
,,,,,,,
9687,,6274738,"FLAT TILE 1X1, ROUND",trans clear,transparent clear,"0,08","0,01"
9688,,6274742,"FLAT TILE 1X1, ROUND",trans green,transparent green,"0,12","0,02"
9732,,6284070,"FLAT TILE 1X1, ROUND",black,black,"0,07","0,01"
3568,,6039771,"FLAT TILE 1X1, ROUND ""NO. 14""",pearl gold,warm gold,"0,67","0,09"
3752,,6055381,"FLAT TILE 1X1, ROUND ""NO. 17""",Light Pink,light purple,"0,52","0,07"
3754,,6055384,"FLAT TILE 1X1, ROUND ""NO. 18""",medium flesh,medium nougat,"0,53","0,07"
4836,,6117400,"FLAT TILE 1X1, ROUND ""NO. 35""",silver metallic,silver metallic,"0,53","0,07"
5298,,6139650,"FLAT TILE 1X1, ROUND ""NO. 50""",tan,brick yellow,"0,55","0,07"
5323,,6141970,"FLAT TILE 1X1, ROUND ""NO. 51""",pearl gold,warm gold,"0,67","0,09"
3403,,6030333,"FLAT TILE 1X1, ROUND ""NO.12""",silver metallic,silver metallic,"0,53","0,07"
4152,,6078241,"FLAT TILE 1X1, ROUND ""NO.24""",silver metallic,silver metallic,"0,53","0,07"
5274,,6138964,"FLAT TILE 1X1, ROUND NO. ""47""",silver metallic,silver metallic,"0,53","0,07"
5290,,6139449,"FLAT TILE 1X1, ROUND NO. ""48""",reddish brown,reddish brown,"0,55","0,07"
9072,,6253178,"FLAT TILE 1X1, ROUND NO. 102",dark blue,earth blue,"0,55","0,07"
4411,,6097402,"FLAT TILE 1X1, ROUND NO. 26",white,white,"0,51","0,07"
4471,,6099548,"FLAT TILE 1X1, ROUND NO. 27",white,white,"0,51","0,07"
5577,,6152676,"FLAT TILE 1X1, ROUND NO. 56",medium flesh,medium nougat,"0,53","0,07"
9163,,6253831,"FLAT TILE 1X1, ROUND, NO. 107",black,black,"0,52","0,07"
9364,,6257996,"FLAT TILE 1X1, ROUND, NO. 110",white,white,"0,50","0,07"
9401,,6258840,"FLAT TILE 1X1, ROUND, NO. 111",white,white,"0,50","0,07"
9402,,6258842,"FLAT TILE 1X1, ROUND, NO. 112",medium flesh,medium nougat,"0,51","0,07"
5673,,6161541,"FLAT TILE 1X1, ROUND, NO. 59",medium flesh,medium nougat,"0,53","0,07"
6119,,6173629,"FLAT TILE 1X1, ROUND, NO. 62",white,white,"0,51","0,07"
6318,,6177548,"FLAT TILE 1X1, ROUND, NO. 71",silver metallic,silver metallic,"0,53","0,07"
7019,,6209910,"FLAT TILE 1X1, ROUND, NO. 81",white,white,"0,50","0,07"
8735,,6250383,"FLAT TILE 1X1, ROUND, NO.100",medium flesh,medium nougat,"0,53","0,07"
196,,306901,FLAT TILE 1X2,white,white,"0,09","0,01"
197,,306921,FLAT TILE 1X2,red,bright red,"0,10","0,01"
198,,306923,FLAT TILE 1X2,blue,bright blue,"0,10","0,01"
199,,306924,FLAT TILE 1X2,yellow,bright yellow,"0,10","0,01"
200,,306926,FLAT TILE 1X2,black,black,"0,09","0,01"
201,,306928,FLAT TILE 1X2,green,dark green,"0,10","0,01"
432,,4114026,FLAT TILE 1X2,tan,brick yellow,"0,09","0,01"
686,,4168345,FLAT TILE 1X2,medium blue,medium blue,"0,10","0,01"
792,,4188771,FLAT TILE 1X2,orange,bright orange,"0,11","0,01"
963,,4211052,FLAT TILE 1X2,DBG (dark bluish gray),dark stone grey,"0,09","0,01"
1012,,4211151,FLAT TILE 1X2,reddish brown,reddish brown,"0,10","0,01"
1098,,4211414,FLAT TILE 1X2,LBG (light bluish gray),medium stone grey,"0,09","0,01"
1693,,4496699,FLAT TILE 1X2,dark tan,sand yellow,"0,11","0,01"
1701,,4500125,FLAT TILE 1X2,lime,bright yellowish green,"0,10","0,01"
1958,,4528488,FLAT TILE 1X2,dark blue,earth blue,"0,10","0,01"
,,,,,,,
2054,,4539090,FLAT TILE 1X2,dark red,dark red,"0,10","0,01"
2294,,4566688,FLAT TILE 1X2,dark brown,dark brown,"0,14","0,02"
2365,,4580010,FLAT TILE 1X2,Light Pink,light purple,"0,14","0,02"
2544,,4611415,FLAT TILE 1X2,magenta,bright reddish violet,"0,14","0,02"
2568,,4613192,FLAT TILE 1X2,Dark Purple,medium lilac,"0,12","0,02"
2584,,4614158,FLAT TILE 1X2,dark orange,dark orange,"0,14","0,02"
2599,,4616578,FLAT TILE 1X2,sand green,sand green,"0,11","0,01"
2685,,4622062,FLAT TILE 1X2,Bright Light Orange,flame yellowish orange,"0,12","0,02"
2832,,4649741,FLAT TILE 1X2,medium azur,medium azur,"0,11","0,01"
3256,,6021997,FLAT TILE 1X2,medium flesh,medium nougat,"0,11","0,01"
3804,,6056381,FLAT TILE 1X2,purple,bright purple,"0,11","0,01"
,,,,,,,
3932,,6061201,FLAT TILE 1X2,cool yellow,cool yellow,"0,14","0,02"
4668,,6107197,FLAT TILE 1X2,pearl gold,warm gold,"0,12","0,02"
5080,,6133247,FLAT TILE 1X2,aqua,aqua,"0,14","0,02"
5327,,6142505,FLAT TILE 1X2,sand blue,sand blue,"0,14","0,02"
5539,,6151659,FLAT TILE 1X2,dark azur,dark azur,"0,11","0,01"
5576,,6152645,FLAT TILE 1X2,medium lavender,medium lavender,"0,14","0,02"
6744,,6195258,FLAT TILE 1X2,green,bright green,"0,14","0,02"
7255,,6213779,FLAT TILE 1X2,107,107,"0,11","0,01"
8852,,6251289,FLAT TILE 1X2,trans blue,transparent blue,"0,14","0,02"
8853,,6251290,FLAT TILE 1X2,trans red,transparent red,"0,14","0,02"
8854,,6251291,FLAT TILE 1X2,trans yellow,transparent yellow,"0,15","0,02"
8855,,6251292,FLAT TILE 1X2,trans brown,transparent brown,"0,15","0,02"
8856,,6251294,FLAT TILE 1X2,trans clear,transparent clear,"0,15","0,02"
8857,,6251295,FLAT TILE 1X2,trans light blue,transparent light blue,"0,13","0,02"
8858,,6251298,FLAT TILE 1X2,trans green,transparent bright green,"0,20","0,03"
8859,,6251306,FLAT TILE 1X2,trans orange,transparent bright orange,"0,17","0,02"
1383,,4227776,"FLAT TILE 1X2 ""NO. 101""",LBG (light bluish gray),medium stone grey,"0,54","0,07"
4793,,6115160,"FLAT TILE 1X2 ""NO. 144""",white,white,"0,54","0,07"
4870,,6120262,"FLAT TILE 1X2 ""NO. 149""",blue,bright blue,"0,55","0,07"
4976,,6129504,"FLAT TILE 1X2 ""NO. 155""",yellow,bright yellow,"0,55","0,07"
5081,,6133250,"FLAT TILE 1X2 ""NO. 158""",aqua,aqua,"0,59","0,08"
1259,,4212363,"FLAT TILE 1X2 ""NO. 86""",LBG (light bluish gray),medium stone grey,"0,54","0,07"
1327,,4221879,"FLAT TILE 1X2 ""NO. 90""",DBG (dark bluish gray),dark stone grey,"0,54","0,07"
3554,,6038640,"FLAT TILE 1X2 ""NO.130""",medium azur,medium azur,"0,56","0,08"
4144,,6076806,"FLAT TILE 1X2 ""NO.137""",LBG (light bluish gray),medium stone grey,"0,54","0,07"
1888,,4521848,FLAT TILE 1X2 LETTER,white,white,"0,54","0,07"
5289,,6139435,"FLAT TILE 1X2 NO. ""168""",reddish brown,reddish brown,"0,55","0,07"
6118,,6173617,FLAT TILE 1X2 NO. 176,white,white,"0,54","0,07"
468,,4119410,FLAT TILE 1X2 NO. 55,white,white,"0,54","0,07"
1677,,4493478,FLAT TILE 1X2 NO. 79,DBG (dark bluish gray),dark stone grey,"0,54","0,07"
9690,,6274803,FLAT TILE 1X2 NO.192,trans clear,transparent clear,"0,60","0,08"
1634,,4295260,"FLAT TILE 1X2, DEC. 100",green,dark green,"0,55","0,07"
2680,,4621609,"FLAT TILE 1X2, DEC.MUSIC P.",Light Pink,light purple,"0,60","0,08"
1626,,4293350,"FLAT TILE 1X2, KEYBOARD",white,white,"0,54","0,07"
5648,,6157985,"FLAT TILE 1X2, NO. 145",white,white,"0,54","0,07"
6655,,6192534,"FLAT TILE 1X2, NO. 198",white,white,"0,54","0,07"
6713,,6194502,"FLAT TILE 1X2, NO. 200",white,white,"0,54","0,07"
8883,,6251607,"FLAT TILE 1X2, NO. 205",trans clear,transparent clear,"0,61","0,08"
9526,,6268866,"FLAT TILE 1X2, NO. 218",trans clear,transparent clear,"0,60","0,08"
7441,,6217492,"FLAT TILE 1X2, NO. 219",336,336,"0,48","0,06"
7873,,6226606,"FLAT TILE 1X2, NO. 228",DBG (dark bluish gray),dark stone grey,"0,54","0,07"
7960,,6227760,"FLAT TILE 1X2, NO. 230",white,white,"0,54","0,07"
9017,,6252644,"FLAT TILE 1X2, NO. 247",black,black,"0,54","0,07"
9029,,6252702,"FLAT TILE 1X2, NO. 248",red,bright red,"0,55","0,07"
9028,,6252700,"FLAT TILE 1X2, NO. 249",black,black,"0,54","0,07"
9024,,6252683,"FLAT TILE 1X2, NO. 250",white,white,"0,54","0,07"
9356,,6257794,"FLAT TILE 1X2, NO. 255",white,white,"0,53","0,07"
9360,,6257954,"FLAT TILE 1X2, NO. 256",white,white,"0,53","0,07"
9363,,6257982,"FLAT TILE 1X2, NO. 257",white,white,"0,53","0,07"
9403,,6258843,"FLAT TILE 1X2, NO. 258",red,bright red,"0,54","0,07"
9404,,6258845,"FLAT TILE 1X2, NO. 259",dark red,dark red,"0,54","0,07"
8882,,6251605,"FLAT TILE 1X2, NO.178",trans brown,transparent brown,"0,61","0,08"
2906,,4654046,"FLAT TILE 1X2, VIDEO TAPE",LBG (light bluish gray),medium stone grey,"0,53","0,07"
2001,,4533742,FLAT TILE 1x3,red,bright red,"0,17","0,02"
2206,,4558168,FLAT TILE 1x3,white,white,"0,16","0,02"
2207,,4558169,FLAT TILE 1x3,LBG (light bluish gray),medium stone grey,"0,16","0,02"
2208,,4558170,FLAT TILE 1x3,black,black,"0,16","0,02"
2209,,4558172,FLAT TILE 1x3,yellow,bright yellow,"0,17","0,02"
2318,,4568734,FLAT TILE 1x3,DBG (dark bluish gray),dark stone grey,"0,16","0,02"
2391,,4583299,FLAT TILE 1x3,dark red,dark red,"0,24","0,03"
2428,,4587840,FLAT TILE 1x3,blue,bright blue,"0,17","0,02"
2661,,4620693,FLAT TILE 1X3,orange,bright orange,"0,23","0,03"
2843,,4650622,FLAT TILE 1X3,dark green,earth green,"0,23","0,03"
3156,,6015452,FLAT TILE 1X3,dark tan,sand yellow,"0,20","0,03"
3295,,6023083,FLAT TILE 1X3,green,dark green,"0,17","0,02"
3625,,6046903,FLAT TILE 1X3,olive green,olive green,"0,22","0,03"
4046,,6070317,FLAT TILE 1X3,Light Pink,light purple,"0,19","0,03"
4425,,6097492,FLAT TILE 1X3,medium azur,medium azur,"0,22","0,03"
4479,,6099725,FLAT TILE 1X3,Bright Light Orange,flame yellowish orange,"0,20","0,03"
4521,,6100769,FLAT TILE 1X3,reddish brown,reddish brown,"0,17","0,02"
5005,,6131896,FLAT TILE 1X3,tan,brick yellow,"0,19","0,03"
5042,,6132566,FLAT TILE 1X3,dark blue,earth blue,"0,19","0,03"
5766,,6167471,FLAT TILE 1X3,Dark Purple,medium lilac,"0,29","0,04"
5828,,6167928,FLAT TILE 1X3,dark brown,dark brown,"0,21","0,03"
6430,,6184485,FLAT TILE 1X3,aqua,aqua,"0,22","0,03"
6466,,6185307,FLAT TILE 1X3,lime,bright yellowish green,"0,22","0,03"
6745,,6195265,FLAT TILE 1X3,cool yellow,cool yellow,"0,22","0,03"
6877,,6202626,FLAT TILE 1X3,sand green,sand green,"0,20","0,03"
6335,,6177892,"FLAT TILE 1X3, NO. 11",dark tan,sand yellow,"0,65","0,09"
7442,,6217498,"FLAT TILE 1X3, NO. 14",336,336,"0,64","0,09"
30,,243101,FLAT TILE 1X4,white,white,"0,17","0,02"
31,,243121,FLAT TILE 1X4,red,bright red,"0,18","0,02"
32,,243123,FLAT TILE 1X4,blue,bright blue,"0,18","0,02"
33,,243124,FLAT TILE 1X4,yellow,bright yellow,"0,18","0,02"
34,,243126,FLAT TILE 1X4,black,black,"0,17","0,02"
35,,243128,FLAT TILE 1X4,green,dark green,"0,18","0,02"
630,,4160593,FLAT TILE 1X4,orange,bright orange,"0,18","0,02"
666,,4164021,FLAT TILE 1X4,lime,bright yellowish green,"0,18","0,02"
964,,4211053,FLAT TILE 1X4,DBG (dark bluish gray),dark stone grey,"0,18","0,02"
1026,,4211194,FLAT TILE 1X4,reddish brown,reddish brown,"0,18","0,02"
1059,,4211356,FLAT TILE 1X4,LBG (light bluish gray),medium stone grey,"0,17","0,02"
2043,,4539060,FLAT TILE 1X4,dark red,dark red,"0,19","0,03"
2141,,4543949,FLAT TILE 1X4,dark green,earth green,"0,20","0,03"
2180,,4550324,FLAT TILE 1X4,tan,brick yellow,"0,17","0,02"
2465,,4597999,FLAT TILE 1X4,medium blue,medium blue,"0,24","0,03"
2676,,4621552,FLAT TILE 1X4,Light Pink,light purple,"0,24","0,03"
2717,,4624705,FLAT TILE 1X4,medium azur,medium azur,"0,20","0,03"
3866,,6057988,FLAT TILE 1X4,Dark Purple,medium lilac,"0,32","0,04"
4085,,6072668,FLAT TILE 1X4,Bright Light Orange,flame yellowish orange,"0,25","0,03"
4112,,6074893,FLAT TILE 1X4,dark orange,dark orange,"0,24","0,03"
4159,,6078305,FLAT TILE 1X4,magenta,bright reddish violet,"0,24","0,03"
4536,,6101169,FLAT TILE 1X4,lavender,lavender,"0,24","0,03"
4560,,6102537,FLAT TILE 1X4,aqua,aqua,"0,24","0,03"
4604,,6102998,FLAT TILE 1X4,medium flesh,medium nougat,"0,21","0,03"
4623,,6103985,FLAT TILE 1X4,dark blue,earth blue,"0,21","0,03"
5485,,6147732,FLAT TILE 1X4,purple,bright purple,"0,20","0,03"
6240,,6175927,FLAT TILE 1X4,dark tan,sand yellow,"0,24","0,03"
6678,,6192923,FLAT TILE 1X4,sand green,sand green,"0,21","0,03"
6747,,6195267,FLAT TILE 1X4,green,bright green,"0,31","0,04"
6905,,6205089,FLAT TILE 1X4,dark azur,dark azur,"0,24","0,03"
8939,,6252049,FLAT TILE 1X4,trans light blue,transparent light blue,"0,30","0,04"
8940,,6252050,FLAT TILE 1X4,trans blue,transparent blue,"0,36","0,05"
4589,,6102861,"FLAT TILE 1X4 ""NO. 77""",white,white,"0,75","0,10"
5536,,6151654,"FLAT TILE 1X4 ""NO. 81""",medium flesh,medium nougat,"0,79","0,11"
3230,,6020825,"FLAT TILE 1X4 ""NO.28""",DBG (dark bluish gray),dark stone grey,"0,76","0,10"
466,,4119091,FLAT TILE 1X4 NO. 17,yellow,bright yellow,"0,76","0,10"
2689,,4622569,FLAT TILE 1X4 W/STUBS VERTICAL,DBG (dark bluish gray),dark stone grey,"0,54","0,07"
2690,,4622572,FLAT TILE 1X4 W/STUBS VERTICAL,white,white,"0,55","0,07"
7377,,6215341,"FLAT TILE 1X4, NO. 115",dark blue,earth blue,"0,79","0,11"
7894,,6226742,"FLAT TILE 1X4, NO. 121",reddish brown,reddish brown,"0,76","0,10"
7895,,6226744,"FLAT TILE 1X4, NO. 122",reddish brown,reddish brown,"0,76","0,10"
6254,,6176367,"FLAT TILE 1X4, NO. 83",dark red,dark red,"0,66","0,09"
425,,4113858,FLAT TILE 1X6,red,bright red,"0,22","0,03"
452,,4118785,FLAT TILE 1X6,blue,bright blue,"0,20","0,03"
593,,4157277,FLAT TILE 1X6,tan,brick yellow,"0,20","0,03"
870,,4210651,FLAT TILE 1X6,DBG (dark bluish gray),dark stone grey,"0,21","0,03"
1033,,4211204,FLAT TILE 1X6,reddish brown,reddish brown,"0,21","0,03"
,,,,,,,
1160,,4211549,FLAT TILE 1X6,LBG (light bluish gray),medium stone grey,"0,20","0,03"
1454,,4252437,FLAT TILE 1X6,dark blue,earth blue,"0,24","0,03"
1754,,4507047,FLAT TILE 1X6,dark tan,sand yellow,"0,24","0,03"
2646,,4619657,FLAT TILE 1X6,Dark Purple,medium lilac,"0,28","0,04"
2849,,4650690,FLAT TILE 1X6,orange,bright orange,"0,28","0,04"
2851,,4650865,FLAT TILE 1X6,dark red,dark red,"0,30","0,04"
3173,,6016484,FLAT TILE 1X6,olive green,olive green,"0,35","0,05"
4587,,6102821,FLAT TILE 1X6,magenta,bright reddish violet,"0,28","0,04"
4603,,6102995,FLAT TILE 1X6,medium flesh,medium nougat,"0,27","0,04"
5723,,6164336,FLAT TILE 1X6,dark azur,dark azur,"0,24","0,03"
5763,,6167465,FLAT TILE 1X6,lime,bright yellowish green,"0,27","0,04"
6468,,6185309,FLAT TILE 1X6,medium azur,medium azur,"0,27","0,04"
7411,,6216880,FLAT TILE 1X6,dark green,earth green,"0,28","0,04"
9371,,6258096,FLAT TILE 1X6,353,353,"0,34","0,05"
9741,,663601,FLAT TILE 1X6,white,white,"0,20","0,03"
9742,,663624,FLAT TILE 1X6,yellow,bright yellow,"0,21","0,03"
,,,,,,,
6824,,6199652,"FLAT TILE 1X6, NO. 16",white,white,"1,47","0,20"
6825,,6199662,"FLAT TILE 1X6, NO. 17",white,white,"1,47","0,20"
7732,,6223853,"FLAT TILE 1X6, NO. 18",yellow,bright yellow,"1,47","0,20"
9009,,6252561,"FLAT TILE 1X6, NO. 19",DBG (dark bluish gray),dark stone grey,"1,47","0,20"
9242,,6254441,"FLAT TILE 1X6, NO. 20",reddish brown,reddish brown,"1,47","0,20"
9243,,6254450,"FLAT TILE 1X6, NO. 21",reddish brown,reddish brown,"1,47","0,20"
,,,,,,,
648,,416201,FLAT TILE 1X8,white,white,"0,24","0,03"
,,,,,,,
,,,,,,,
649,,416221,FLAT TILE 1X8,red,bright red,"0,26","0,03"
650,,416223,FLAT TILE 1X8,blue,bright blue,"0,26","0,03"
652,,416226,FLAT TILE 1X8,black,black,"0,24","0,03"
799,,4189400,FLAT TILE 1X8,yellow,bright yellow,"0,26","0,03"
950,,4211008,FLAT TILE 1X8,DBG (dark bluish gray),dark stone grey,"0,24","0,03"
1130,,4211481,FLAT TILE 1X8,LBG (light bluish gray),medium stone grey,"0,24","0,03"
1641,,4296081,FLAT TILE 1X8,green,dark green,"0,26","0,03"
1759,,4507080,FLAT TILE 1X8,dark blue,earth blue,"0,34","0,05"
2053,,4539083,FLAT TILE 1X8,dark red,dark red,"0,36","0,05"
2144,,4544139,FLAT TILE 1X8,tan,brick yellow,"0,24","0,03"
2401,,4585337,FLAT TILE 1X8,reddish brown,reddish brown,"0,25","0,03"
4160,,6078339,FLAT TILE 1X8,medium azur,medium azur,"0,32","0,04"
4451,,6099347,FLAT TILE 1X8,magenta,bright reddish violet,"0,41","0,05"
4838,,6117716,FLAT TILE 1X8,medium blue,medium blue,"0,41","0,05"
5765,,6167470,FLAT TILE 1X8,Dark Purple,medium lilac,"0,34","0,05"
7228,,6213268,FLAT TILE 1X8,dark azur,dark azur,"0,33","0,04"
7386,,6215448,FLAT TILE 1X8,lime,bright yellowish green,"0,41","0,05"
6869,,6201676,"FLAT TILE 1X8, NO. 56",white,white,"1,38","0,18"
,,,,,,,
8337,,6240712,"FLAT TILE 1X8, NO.65",336,336,"1,45","0,19"
191,,306801,FLAT TILE 2X2,white,white,"0,13","0,02"
192,,306821,FLAT TILE 2X2,red,bright red,"0,13","0,02"
193,,306823,FLAT TILE 2X2,blue,bright blue,"0,13","0,02"
194,,306824,FLAT TILE 2X2,yellow,bright yellow,"0,13","0,02"
195,,306826,FLAT TILE 2X2,black,black,"0,12","0,02"
394,,4107762,FLAT TILE 2X2,green,dark green,"0,13","0,02"
770,,4185177,FLAT TILE 2X2,tan,brick yellow,"0,12","0,02"
831,,4205004,FLAT TILE 2X2,dark blue,earth blue,"0,13","0,02"
966,,4211055,FLAT TILE 2X2,DBG (dark bluish gray),dark stone grey,"0,13","0,02"
1097,,4211413,FLAT TILE 2X2,LBG (light bluish gray),medium stone grey,"0,12","0,02"
1545,,4271949,FLAT TILE 2X2,reddish brown,reddish brown,"0,14","0,02"
1753,,4507045,FLAT TILE 2X2,dark tan,sand yellow,"0,15","0,02"
1847,,4518611,FLAT TILE 2X2,lime,bright yellowish green,"0,14","0,02"
1956,,4528357,FLAT TILE 2X2,medium blue,medium blue,"0,13","0,02"
1961,,4528778,FLAT TILE 2X2,dark green,earth green,"0,18","0,02"
2060,,4539105,FLAT TILE 2X2,dark red,dark red,"0,15","0,02"
2118,,4542142,FLAT TILE 2X2,orange,bright orange,"0,15","0,02"
2593,,4615728,FLAT TILE 2X2,Light Pink,light purple,"0,18","0,02"
3219,,6020147,FLAT TILE 2X2,Bright Light Orange,flame yellowish orange,"0,18","0,02"
3700,,6054406,FLAT TILE 2X2,purple,bright purple,"0,18","0,02"
3926,,6060857,FLAT TILE 2X2,medium azur,medium azur,"0,17","0,02"
4601,,6102990,FLAT TILE 2X2,medium flesh,medium nougat,"0,17","0,02"
5140,,6133896,FLAT TILE 2X2,sand green,sand green,"0,22","0,03"
5685,,6162894,FLAT TILE 2X2,light royal blue,light royal blue,"0,22","0,03"
6140,,6173813,FLAT TILE 2X2,medium lavender,medium lavender,"0,18","0,02"
6282,,6176818,FLAT TILE 2X2,sand blue,sand blue,"0,18","0,02"
6380,,6179803,FLAT TILE 2X2,dark brown,dark brown,"0,23","0,03"
6526,,6186423,FLAT TILE 2X2,dark orange,dark orange,"0,22","0,03"
6643,,6192270,FLAT TILE 2X2,aqua,aqua,"0,15","0,02"
6903,,6205087,FLAT TILE 2X2,dark azur,dark azur,"0,17","0,02"
3956,,6062411,"FLAT TILE 2X2 "" NO. 225""",white,white,"0,70","0,09"
4794,,6115167,"FLAT TILE 2X2 ""NO 255""",white,white,"0,70","0,09"
1618,,4289304,"FLAT TILE 2X2 ""NO. 137""",white,white,"0,70","0,09"
4494,,6100077,"FLAT TILE 2X2 ""NO. 240""",tan,brick yellow,"0,69","0,09"
4869,,6120258,"FLAT TILE 2X2 ""NO. 264""",blue,bright blue,"0,70","0,09"
5313,,6141578,"FLAT TILE 2X2 ""NO. 290""",LBG (light bluish gray),medium stone grey,"0,58","0,08"
5330,,6142949,"FLAT TILE 2X2 ""NO. 292""",reddish brown,reddish brown,"0,71","0,10"
1916,,4524449,"FLAT TILE 2X2 ""NO.139",tan,brick yellow,"0,69","0,09"
3305,,6023265,"FLAT TILE 2X2 ""NO.215""",dark tan,sand yellow,"0,73","0,10"
4901,,6122977,"FLAT TILE 2X2 ""NO.273""",reddish brown,reddish brown,"0,71","0,10"
3126,,6013081,FLAT TILE 2X2 INV.,tan,brick yellow,"0,23","0,03"
3127,,6013082,FLAT TILE 2X2 INV.,DBG (dark bluish gray),dark stone grey,"0,23","0,03"
3137,,6013866,FLAT TILE 2X2 INV.,white,white,"0,23","0,03"
3138,,6013867,FLAT TILE 2X2 INV.,black,black,"0,22","0,03"
4547,,6101937,FLAT TILE 2X2 INV.,Light Pink,light purple,"0,27","0,04"
5068,,6132886,FLAT TILE 2X2 INV.,LBG (light bluish gray),medium stone grey,"0,23","0,03"
5135,,6133855,FLAT TILE 2X2 INV.,medium blue,medium blue,"0,27","0,04"
6554,,6186828,FLAT TILE 2X2 INV.,sand green,sand green,"0,27","0,04"
1615,,4288298,FLAT TILE 2X2 NO. 136,DBG (dark bluish gray),dark stone grey,"0,70","0,09"
3007,,6001512,FLAT TILE 2X2 NO. 138,white,white,"0,70","0,09"
3678,,6052201,FLAT TILE 2X2 ROUND - WATCH,white,white,"0,73","0,10"
3745,,6055313,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,DBG (dark bluish gray),dark stone grey,"0,14","0,02"
4115,,6074954,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,green,dark green,"0,14","0,02"
4549,,6102138,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,red,bright red,"0,14","0,02"
4797,,6115248,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,tan,brick yellow,"0,14","0,02"
5061,,6132790,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,dark tan,sand yellow,"0,19","0,03"
5368,,6143850,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,black,black,"0,13","0,02"
5461,,6147052,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,orange,bright orange,"0,16","0,02"
,,,,,,,
6359,,6179186,FLAT TILE 2x2 ROUND W. HOLE ÃƒÂ˜4.85,LBG (light bluish gray),medium stone grey,"0,14","0,02"
4835,,6117346,"FLAT TILE 2x2 ROUND W.HOLE ÃƒÂ˜4.85 ""NO.1""",DBG (dark bluish gray),dark stone grey,"0,72","0,10"
5768,,6167483,FLAT TILE 2X2 ROUND W/ HOLE DIA. 4.85,lime,bright yellowish green,"0,19","0,03"
6219,,6175184,"FLAT TILE 2X2, NO. 321",white,white,"0,70","0,09"
6780,,6196536,"FLAT TILE 2X2, NO. 342",dark blue,earth blue,"0,70","0,09"
7054,,6210404,"FLAT TILE 2X2, NO. 354",white,white,"0,70","0,09"
7237,,6213386,"FLAT TILE 2X2, NO. 356",white,white,"0,70","0,09"
7307,,6214469,"FLAT TILE 2X2, NO. 361",white,white,"0,70","0,09"
7407,,6216068,"FLAT TILE 2X2, NO. 362",red,bright red,"0,71","0,10"
7511,,6218212,"FLAT TILE 2X2, NO. 364",white,white,"0,70","0,09"
,,,,,,,
7958,,6227753,"FLAT TILE 2X2, NO. 372",medium flesh,medium nougat,"0,75","0,10"
8169,,6233856,"FLAT TILE 2X2, NO. 374",white,white,"0,70","0,09"
8281,,6239470,"FLAT TILE 2X2, NO. 383",white,white,"0,68","0,09"
9056,,6253011,"FLAT TILE 2X2, NO. 387",Light Pink,light purple,"0,76","0,10"
3597,,6044691,"FLAT TILE 2X2, ROUND",white,white,"0,14","0,02"
3677,,6052200,"FLAT TILE 2X2, ROUND",LBG (light bluish gray),medium stone grey,"0,14","0,02"
,,,,,,,
3796,,6056296,"FLAT TILE 2X2, ROUND",DBG (dark bluish gray),dark stone grey,"0,14","0,02"
3954,,6062386,"FLAT TILE 2X2, ROUND",medium lavender,medium lavender,"0,17","0,02"
4016,,6066342,"FLAT TILE 2X2, ROUND",red,bright red,"0,15","0,02"
4017,,6066344,"FLAT TILE 2X2, ROUND",tan,brick yellow,"0,14","0,02"
4018,,6066345,"FLAT TILE 2X2, ROUND",pearl gold,warm gold,"0,18","0,02"
