image,item_number,color_code,description,color,gender,age,emotion
,3626cpb0785,90,"Minifigure, Head Dual Sided Red Sunglasses / Red Lenses Flapped Up Pattern (Doc Ock)",Light Nougat,male,young adult,smirk
,3626cpb1658,90,"Minifigure, Head White Eyebrows, Forehead Lines, Wrinkles, Scowl Pattern",Light Nougat,neutral,older adult,angry
,3626cpb0901,90,"Minifigure, Head Beard Brown Angular, White Eyes, Angry Pattern",Light Nougat,male,young adult,angry
,3626cpb0942,90,"Minifigure, Head Beard Brown, Furrowed Brow Pattern",Light Nougat,male,young adult,angry
,3626bpb0316,90,"Minifigure, Head Beard Dark Orange, Eyebrows and Moustache and Large Blue Eyes Pattern (SW Clone Wars Obi-Wan Kenobi)",Light Nougat,male,young adult,angry
,3626cpb0316,90,"Minifigure, Head Beard Dark Orange, Eyebrows and Moustache and Large Blue Eyes Pattern (SW Clone Wars Obi-Wan Kenobi)",Light Nougat,male,young adult,angry
,3626cpb0959,90,"Minifigure, Head Beard Full Brown with Graying Temples and Wrinkles Pattern (Latham Cole)",Light Nougat,male,older adult,angry
,3626bpb0322,90,"Minifigure, Head Beard Gray with Gray Eyebrows, Downturned Mouth, Deeply Furrowed Brow Pattern (Dooku Clone Wars)",Light Nougat,male,young adult,angry
,3626cpb0322,90,"Minifigure, Head Beard Gray with Gray Eyebrows, Downturned Mouth, Deeply Furrowed Brow Pattern (Dooku Clone Wars)",Light Nougat,male,young adult,angry
,3626cpb0945,90,"Minifigure, Head Beard Gray, Bushy Eyebrows, White Pupils, Scar Pattern",Light Nougat,male,young adult,angry
,3626cpb2037,90,"Minifigure, Head Beard Stubble, Black Arched Eyebrows, White Pupils, Scars and Angry Mouth Pattern (Jango Fett)",Light Nougat,male,young adult,angry
,3626bpb0415,90,"Minifigure, Head Beard Stubble, Black Eyebrows, White Pupils, Frown Pattern",Light Nougat,male,young adult,angry
,3626cpb0946,90,"Minifigure, Head Beard Stubble, Brown Angry Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,angry
,3626bpb0423,90,"Minifigure, Head Beard Stubble, Cleft Chin, Evil Eyes, Arched Eyebrows Pattern",Light Nougat,male,young adult,angry
,3626cpb0649,90,"Minifigure, Head Beard Stubble, Goatee, Scar on Left Cheek and Eyebrow Pattern",Light Nougat,male,young adult,angry
,3626bpb0649,90,"Minifigure, Head Beard Stubble, Goatee, Scar on Left Cheek and Eyebrow, Bared Teeth Pattern",Light Nougat,male,young adult,angry
,3626cpb0943,90,"Minifigure, Head Beard Stubble, Moustache, Brown Eyebrows Pattern",Light Nougat,male,young adult,angry
,3626bpb0420,90,"Minifigure, Head Beard Trimmed, Moustache, Silver Cheek Mark, Determined Expression Pattern",Light Nougat,male,young adult,angry
,3626bpb0421,90,"Minifigure, Head Beard, Moustache, Large Eyepatch, Determined Expression Pattern",Light Nougat,male,young adult,angry
,3626cpb0421,90,"Minifigure, Head Beard, Moustache, Large Eyepatch, Determined Expression Pattern",Light Nougat,male,young adult,angry
,3626cpb1977,90,"Minifigure, Head Black Angry Eyebrows, Silver Glasses, Gritted Teeth Pattern",Light Nougat,neutral,older adult,angry
,3626cpb0817,90,"Minifigure, Head Black Eyebrows, Cheek Lines, Chin Dimple, Grimacing Pattern",Light Nougat,neutral,young adult,angry
,3626cpb1222,90,"Minifigure, Head Black Eyebrows, Cheek Lines, White Pupils, Frown Pattern",Light Nougat,neutral,young adult,frown
,3626cpb2301,90,"Minifigure, Head Black Eyebrows, Goatee, Light Beard, Med. Nougat Cheek Lines Pattern",Light Nougat,male,young adult,angry
,3626cpb1257,90,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Circles around Eyes, Frown Pattern",Light Nougat,neutral,young adult,angry
,3626bpb0422,90,"Minifigure, Head Black Goatee, Arched Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,angry
,3626cpb0954,90,"Minifigure, Head Brown Sideburns, Stubble and Angry Expression Pattern (Barret)",Light Nougat,male,young adult,angry
,3626cpb1853,90,"Minifigure, Head Bushy Black Unibrow and Long Thick Sideburns, Off-Center Scowl Pattern",Light Nougat,male,young adult,angry
,3626cpb2224,90,"Minifigure, Head Dark and Light Bluish Gray Eyebrows, Dark Tan Facial Lines Pattern",Light Nougat,neutral,older adult,angry
,3626cpb1322,90,"Minifigure, Head Glasses with Monocle, Raised Right Eyebrow, Wrinkles, Clenched Teeth Pattern (Baron Von Strucker)",Light Nougat,male,older adult,angry
,3626bpb0200,90,"Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Open Mouth with Teeth Pattern (Dr. Octopus)",Light Nougat,male,young adult,angry
,3626cpb0737,90,"Minifigure, Head Male Black Angry Eyebrows, Determined Mouth with Teeth, Cheek Lines Pattern (Lex)",Light Nougat,male,young adult,angry
,3626bpb0647,90,"Minifigure, Head Male Black Angry Eyebrows, Frown and Cheek Lines Pattern (Lex)",Light Nougat,male,young adult,angry
,3626cpb0647,90,"Minifigure, Head Male Black Angry Eyebrows, Frown and Cheek Lines Pattern",Light Nougat,male,young adult,angry
,3626bpb0314,90,"Minifigure, Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Pattern (SW Clone Wars Trooper)",Light Nougat,male,young adult,angry
,3626cpb0314,90,"Minifigure, Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Pattern (SW Clone Wars Trooper)",Light Nougat,male,young adult,angry
,3626cpb1105,90,"Minifigure, Head Male Brown Thick Eyebrows, Lines under Eyes, Cheek Lines and Open Mouth with Teeth Pattern (Victor)",Light Nougat,male,young adult,angry
,3626bpb0258,90,"Minifigure, Head Male Half Normal, Half Purple with Scar Pattern (Two-Face)",Light Nougat,male,young adult,angry
,3626cpb1312,90,"Minifigure, Head Male Right Eye Scarred Area and No Pupil, Open Mouth Angry Pattern (Shredder)",Light Nougat,male,young adult,angry
,3626cpb1727,42,"Minifigure, Head Balaclava with Black Eyes, 'Z' in Black Circle, Light Nougat Face with Sneer Pattern",Light Nougat,male,young adult,angry
,3626bpb0783,90,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Somber / Closed Eyes Pattern (SW Han Solo)",Light Nougat,male,young adult,annoyed
,3626bpb0783,90,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Chin Dimple, Somber / Closed Eyes Pattern (SW Han Solo)",Light Nougat,male,young adult,sleepy
,3626cpb1709,90,"Minifigure, Head Bright Pink Headband with Squinted Batman Eyes Pattern",Light Nougat,neutral,young adult,annoyed
,3626bpb0215,90,"Minifigure, Head Male Stern Black Eyebrows, Black Eyes and Frown Pattern",Light Nougat,male,young adult,annoyed
,3626cpb2165,90,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Pattern",Light Nougat,neutral,child,annoyed
,3626cpb2165,90,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, Suspicious with Left Eyebrow Raised / Angry Pattern",Light Nougat,neutral,child,angry
,3626cpb2282,90,"Minifigure, Head Dual Sided Child Freckles, Dark Tan Eyebrows, Chin Dimple on Both Sides, Concerned / Crooked Smile Pattern",Light Nougat,neutral,child,annoyed
,3626cpb2282,90,"Minifigure, Head Dual Sided Child Freckles, Dark Tan Eyebrows, Chin Dimple on Both Sides, Concerned / Crooked Smile Pattern",Light Nougat,neutral,child,smile
,3626cpb1414,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Smile Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,annoyed
,3626cpb1414,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Smile Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,smile
,3626cpb2138,90,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Mud Stains, Determined / Scared Pattern (SW Han Solo, Mudtrooper)",Light Nougat,male,young adult,annoyed
,3626cpb2138,90,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Mud Stains, Determined / Scared Pattern (SW Han Solo, Mudtrooper)",Light Nougat,male,young adult,surprised
,3626cpb2262,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Scared, Sunken Left Eye Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,annoyed
,3626cpb2262,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern / Scared, Sunken Left Eye Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,surprised
,3626cpb2200,90,"Minifigure, Head Child Reddish Brown Eyebrows, Sneer Pattern",Light Nougat,neutral,child,annoyed
,3626cpb2194,90,"Minifigure, Head Dark Orange Eyebrows, White Pupils and Smirk Pattern",Light Nougat,neutral,young adult,smirk
,3626cpb1333,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows and Chin Dimple, Neutral / Angry, Bared Teeth Pattern",Light Nougat,neutral,young adult,annoyed
,3626cpb1333,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows and Chin Dimple, Neutral / Angry, Bared Teeth Pattern",Light Nougat,neutral,young adult,angry
,3626cpb2107,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, Concerned / Closed Eyes, Meditating Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,annoyed
,3626cpb2107,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, Concerned / Closed Eyes, Meditating Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,annoyed
,3626bpb0634,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,annoyed
,3626bpb0634,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,smirk
,3626cpb0634,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,annoyed
,3626cpb0634,90,"Minifigure, Head Dual Sided Dark Orange Eyebrows, White Pupils, Brown Chin Dimple, Determined / Smile Pattern",Light Nougat,neutral,young adult,smirk
,3626cpb1367,90,"Minifigure, Head Dark Brown Eyebrows, White Pupils, Frown, Furrowed Eyebrows Pattern",Light Nougat,neutral,young adult,annoyed
,3626bpb0292,90,"Minifigure, Head Male Black and Red Bangs, Black Eyebrows, Mouth Open to Side Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1173,90,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Cheek Lines, Scowl/Right Eye Scarred Area Pattern (Flashback Shredder)",Light Nougat,male,young adult,annoyed
,3626cpb1173,90,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Cheek Lines, Scowl/Right Eye Scarred Area Pattern (Flashback Shredder)",Light Nougat,male,young adult,angry
,3626cpb1994,90,"Minifigure, Head Dual Sided Black Eyebrows and Beard, Firm / Angry Expression Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1994,90,"Minifigure, Head Dual Sided Black Eyebrows and Beard, Firm / Angry Expression Pattern",Light Nougat,male,young adult,angry
,3626cpb1263,90,"Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,annoyed
,3626cpb1263,90,"Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,angry
,3626cpb0753,90,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Angry Pattern",Light Nougat,neutral,older adult,annoyed
,3626cpb0753,90,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Calm / Angry Pattern",Light Nougat,neutral,older adult,angry
,3626cpb1332,90,"Minifigure, Head Dual Sided Brown Eyebrows, Stern Expression / Dark Red Goggles, Clenched Teeth Pattern (Hawkeye)",Light Nougat,male,young adult,annoyed
,3626cpb1332,90,"Minifigure, Head Dual Sided Brown Eyebrows, Stern Expression / Dark Red Goggles, Clenched Teeth Pattern (Hawkeye)",Light Nougat,male,young adult,angry
,3626cpb1262,90,"Minifigure, Head Dual Sided Brown Eyebrows, Stubble Beard, Gold Chin Strap, Serious / Bared Teeth Pattern (Hawkman)",Light Nougat,male,young adult,annoyed
,3626cpb1262,90,"Minifigure, Head Dual Sided Brown Eyebrows, Stubble Beard, Gold Chin Strap, Serious / Bared Teeth Pattern (Hawkman)",Light Nougat,male,young adult,angry
,3626cpb2254,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows and Sideburns, Cheek Lines, Frown / Mouth with Teeth Pattern",Light Nougat,male,young adult,annoyed
,3626cpb2254,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows and Sideburns, Cheek Lines, Frown / Mouth with Teeth Pattern",Light Nougat,male,young adult,angry
,3626cpb2497,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Eye Bags, Cheek Lines, Chin Dimple, Happy / Angry Pattern (SW General Pryde)",Light Nougat,male,older adult,annoyed
,3626cpb2497,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Eye Bags, Cheek Lines, Chin Dimple, Happy / Angry Pattern (SW General Pryde)",Light Nougat,male,older adult,angry
,3626cpb2251,90,"Minifigure, Head Dual Sided Dark Brown Heavy Stubble, Small Scowl / Furious Expression Pattern",Light Nougat,male,young adult,annoyed
,3626cpb2251,90,"Minifigure, Head Dual Sided Dark Brown Heavy Stubble, Small Scowl / Furious Expression Pattern",Light Nougat,male,young adult,angry
,3626cpb2521,90,"Minifigure, Head Dual Sided Dark Orange Beard and Eyebrows, Bared Teeth / Frown Pattern (SW Obi-Wan)",Light Nougat,male,young adult,annoyed
,3626cpb2521,90,"Minifigure, Head Dual Sided Dark Orange Beard and Eyebrows, Bared Teeth / Frown Pattern (SW Obi-Wan)",Light Nougat,male,young adult,angry
,3626bpb0751,90,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,male,young adult,annoyed
,3626bpb0751,90,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,male,young adult,angry
,3626cpb0751,90,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,male,young adult,annoyed
,3626cpb0751,90,"Minifigure, Head Dual Sided Dark Red Goggles / Brown Eyebrows, Determined Pattern (Hawkeye)",Light Nougat,male,young adult,angry
,3626cpb1276,90,"Minifigure, Head Dual Sided Dark Green Eye Mask with Eye Holes, Stubble Beard, Serious / Bared Teeth Pattern (Green Arrow)",Light Nougat,male,young adult,annoyed
,3626cpb1276,90,"Minifigure, Head Dual Sided Dark Green Eye Mask with Eye Holes, Stubble Beard, Serious / Bared Teeth Pattern (Green Arrow)",Light Nougat,male,young adult,angry
,3626cpb1957,90,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Worried / Disgusted Expression Pattern",Light Nougat,neutral,young adult,annoyed
,3626cpb1957,90,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Worried / Disgusted Expression Pattern",Light Nougat,neutral,young adult,frown
,3626cpb1729,90,"Minifigure, Head Dual Sided Brown and Gray Beard, Brown Eyebrows, Moustache, White Pupils, Frown / Scared Pattern (SW Qui-Gon)",Light Nougat,male,young adult,annoyed
,3626cpb1729,90,"Minifigure, Head Dual Sided Brown and Gray Beard, Brown Eyebrows, Moustache, White Pupils, Frown / Scared Pattern (SW Qui-Gon)",Light Nougat,male,young adult,frown
,3626cpb2658,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Dark Orange Age Lines, Neutral / Smile Pattern",Light Nougat,neutral,older adult,annoyed
,3626cpb2658,90,"Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Dark Orange Age Lines, Neutral / Smile Pattern",Light Nougat,neutral,older adult,happy
,3626cpb0876,90,"Minifigure, Head Dual Sided Black Glasses, Brown Moustache, Wrinkles, Mouth Closed / Clenched Teeth Pattern",Light Nougat,male,older adult,annoyed
,3626cpb0876,90,"Minifigure, Head Dual Sided Black Glasses, Brown Moustache, Wrinkles, Mouth Closed / Clenched Teeth Pattern",Light Nougat,male,older adult,scared
,3626bpb0417,90,"Minifigure, Head Dual Sided Beard Stubble, Bushy Eyebrows, Determined / Happy Pattern",Light Nougat,male,young adult,annoyed
,3626bpb0417,90,"Minifigure, Head Dual Sided Beard Stubble, Bushy Eyebrows, Determined / Happy Pattern",Light Nougat,male,young adult,smile
,3626cpb1091,90,"Minifigure, Head Dual Sided Black Eye Mask with Red Eye Holes Determined / Smile Pattern (Nightwing)",Light Nougat,male,young adult,annoyed
,3626cpb1091,90,"Minifigure, Head Dual Sided Black Eye Mask with Red Eye Holes Determined / Smile Pattern (Nightwing)",Light Nougat,male,young adult,smile
,3626cpb1153,90,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Forehead Lines, Smile / Determined, Chin Strap Pattern",Light Nougat,neutral,older adult,annoyed
,3626cpb1153,90,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Forehead Lines, Smile / Determined, Chin Strap Pattern",Light Nougat,neutral,older adult,smile
,3626cpb1637,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern with Scars / Smile Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,annoyed
,3626cpb1637,90,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Chin Dimple, White Pupils, Stern with Scars / Smile Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,smile
,3626bpb0385,90,"Minifigure, Head Beard Brown, Black Pupils and Frown Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1024,90,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils, Stern Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1577,90,"Minifigure, Head Beard White, Moustache, Black Eyebrows, Cheek Lines, Sneer Pattern (Captain Rex)",Light Nougat,male,young adult,annoyed
,3626cpb0620,90,"Minifigure, Head Beard with Brown Eyebrows, Moustache and Beard Pattern",Light Nougat,male,young adult,annoyed
,3626bpb0407,90,"Minifigure, Head Beard with SW Gray Beard and Eyebrows, Lines under Eyes, Furrowed Brow, White Pupils Pattern",Light Nougat,male,young adult,annoyed
,3626cpb0407,90,"Minifigure, Head Beard with SW Gray Beard and Eyebrows, Lines under Eyes, Furrowed Brow, White Pupils Pattern",Light Nougat,male,young adult,annoyed
,3626cpb2708,90,"Minifigure, Head Black and Light Bluish Gray Eyebrows, Gold Glasses, Chin Lines, Light Bluish Gray and White Sideburns Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1988,90,"Minifigure, Head Black Bushy Eyebrows, White Moustache and Beard with Gray Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1724,90,"Minifigure, Head Black Eyebrows, Med. Nougat Cheek Lines, Dark Tan Chin Ornament Pattern",Light Nougat,male,young adult,annoyed
,3626cpb2156,90,"Minifigure, Head Dark Bluish Gray Eyebrows, Dark Orange Crow's Feet and Jowel Lines, Frowning Mouth Pattern",Light Nougat,neutral,older adult,annoyed
,3626cpb1433,90,"Minifigure, Head Dark Orange Eyebrows and Sideburns, White Pupils, Frown Pattern",Light Nougat,male,young adult,annoyed
,3626cpb0867,90,"Minifigure, Head LotR Bushy Brown Eyebrows and Wrinkles with Dark Blue Tattoo on Reverse Pattern (Dwalin)",Light Nougat,male,older adult,annoyed
,3626cpb1033,90,"Minifigure, Head Male Black Eyebrows, Cheek Lines, Open Mouth, Headset Pattern (SW Imperial Gunner)",Light Nougat,male,young adult,annoyed
,3626bpb0074,90,"Minifigure, Head Male Brown Eyebrows and Black Chin Strap Pattern",Light Nougat,male,young adult,annoyed
,3626cpb0074,90,"Minifigure, Head Male Brown Eyebrows and Black Chin Strap Pattern",Light Nougat,male,young adult,annoyed
,3626cpb1120,90,"Minifigure, Head Male Dark Tan Eyebrows Furrowed, Cheek Lines, Frown, Headset Pattern (SW Airen Cracken)",Light Nougat,male,young adult,annoyed
,3626cpb1752,90,"Minifigure, Head Male Dark Tan Eyebrows, White Pupils, Cheek Lines, Frown Pattern (SW Director Krennic)",Light Nougat,male,young adult,annoyed
,3626cpb1136,90,"Minifigure, Head Male Dark Tan Eyebrows, Wrinkles and Headset Pattern (SW General Veers)",Light Nougat,male,older adult,annoyed
,3626bpb0203,90,"Minifigure, Head Moustache Dark Bluish Gray Bushy, Dark Bluish Gray Eyebrows, White Pupils Pattern",Light Nougat,male,young adult,annoyed
,3626bpb0213,90,"Minifigure, Head Moustache with Hair, Eyebrows, White Pupils, Dimples Pattern (HP Peter Pettigrew)",Light Nougat,male,young adult,annoyed
,3626cpb2483,90,"Minifigure, Head Reddish Brown Eyebrows, Dark Orange Spots, Med. Nougat Goatee Stubble Pattern",Light Nougat,male,young adult,annoyed
,3626bpb0484,90,"Minifigure, Head Stubble, Bushy Eyebrows, Forehead Lines Pattern (HP Argus Filch)",Light Nougat,male,young adult,annoyed
,3626cpb2141,90,"Minifigure, Head Black Unibrow, Wide Lopsided Happy Showing Teeth, Missing a Tooth Pattern",Light Nougat,neutral,young adult,evil
,3626cpb0991,90,"Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Evil Happy / Closed Mouth Sad Pattern (SW Young Boba Fett)",Light Nougat,male,young adult,evil
,3626cpb0991,90,"Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Evil Happy / Closed Mouth Sad Pattern (SW Young Boba Fett)",Light Nougat,male,young adult,sad
,3626cpb1517,90,"Minifigure, Head Dual Sided Lavender Eye Mask with Eye Holes, Vicious Smile / Open Mouth Corner Raised Snarl Pattern (The Riddler)",Light Nougat,male,young adult,evil
,3626cpb1517,90,"Minifigure, Head Dual Sided Lavender Eye Mask with Eye Holes, Vicious Smile / Open Mouth Corner Raised Snarl Pattern (The Riddler)",Light Nougat,male,young adult,angry
,3626cpb0808,90,"Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes / Black Eyes with White Pupils Pattern (SW Palpatine)",Light Nougat,male,older adult,evil
,3626cpb0808,90,"Minifigure, Head Dual Sided Wrinkles, Sunken Yellow Eyes / Black Eyes with White Pupils Pattern (SW Palpatine)",Light Nougat,male,older adult,angry
,3626cpb2502,90,"Minifigure, Head Dual Sided Olive Green Face Paint, Open / Closed Happy Pattern",Light Nougat,neutral,young adult,evil
,3626cpb2502,90,"Minifigure, Head Dual Sided Olive Green Face Paint, Open / Closed Happy Pattern",Light Nougat,neutral,young adult,evil
,3626bpb0671,90,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,male,young adult,evil
,3626bpb0671,90,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,male,young adult,evil
,3626cpb0671,90,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,male,young adult,evil
,3626cpb0671,90,"Minifigure, Head Dual Sided Sunken Eyes, Cheek Lines, Teeth / Closed Mouth Pattern (SW Anakin Sith)",Light Nougat,male,young adult,evil
,3626cpb1076,90,"Minifigure, Head Dual Sided Wrinkles, Dark Tan Eyebrows, Bared Teeth Evil Happy / Stern Pattern (SW Palpatine)",Light Nougat,male,older adult,evil
,3626cpb1076,90,"Minifigure, Head Dual Sided Wrinkles, Dark Tan Eyebrows, Bared Teeth Evil Happy / Stern Pattern (SW Palpatine)",Light Nougat,male,older adult,sad
,3626bpb0419,90,"Minifigure, Head Beard Stubble, Arched Eyebrow, Evil Happy with Teeth Pattern",Light Nougat,male,young adult,evil
,3626cpb1558,90,"Minifigure, Head Black Bushy Eyebrows, Thin Moustache, Wide Smile with Teeth Pattern (Captain Hook)",Light Nougat,male,young adult,evil
,3626cpb2064,90,"Minifigure, Head Black Eyebrows, Dark Orange Sideburns, Big Smile with Red Tongue Pattern",Light Nougat,male,young adult,evil
,3626cpb2134,90,"Minifigure, Head Dual Sided Black Eyebrows, Scowl / Crooked Malicious Smile Pattern",Light Nougat,neutral,young adult,frown
,3626bpb0401,90,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Light Nougat,male,young adult,frown
,3626cpb0401,90,"Minifigure, Head Male Stern Black Eyebrows, Pupils, Orange Visor and Chin Strap Pattern",Light Nougat,male,young adult,frown
,3626cpb2358,90,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Frown / Angry Pattern",Light Nougat,neutral,young adult,frown
,3626cpb2358,90,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Frown / Angry Pattern",Light Nougat,neutral,young adult,angry
,3626cpb0624,90,"Minifigure, Head Dual Sided Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,young adult,frown
,3626cpb0624,90,"Minifigure, Head Dual Sided Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,young adult,angry
,3626cpb1908,90,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Neutral / Angry Pattern (Kylo Ren)",Light Nougat,male,young adult,neutral
,3626cpb1908,90,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Neutral / Angry Pattern (Kylo Ren)",Light Nougat,male,young adult,angry
,3626cpb2351,90,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Open Mouth / Determined Pattern (Kylo Ren)",Light Nougat,male,young adult,frown
,3626cpb2351,90,"Minifigure, Head Dual Sided SW Black Eyebrows, Sunken Eyes, Red Beauty Mark / Mole, Right Eye Scar, Open Mouth / Determined Pattern (Kylo Ren)",Light Nougat,male,young adult,angry
,3626bpb0402,90,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Light Nougat,male,young adult,frown
,3626cpb0402,90,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Orange Chin Dimple Pattern",Light Nougat,male,young adult,frown
,3626cpb0778,90,"Minifigure, Head Male Scar over Left Eye, Wrinkles Pattern (SW Even Piell)",Light Nougat,male,older adult,frown
,3626cpb1265,90,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,frown
,3626cpb1265,90,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern",Light Nougat,neutral,young adult,angry
,3626cpb1970,90,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Chin Dimple, Open Mouth / Pilot Breathing Mask Pattern",Light Nougat,neutral,young adult,frown
,3626cpb1970,90,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Chin Dimple, Open Mouth / Pilot Breathing Mask Pattern",Light Nougat,neutral,young adult,neutral
,3626bpb0406,90,"Minifigure, Head Dual Sided Thick Eyebrows, Blue Eyes, Scar and Lines / Snow Goggles and Gray Bandana Pattern (SW Anakin)",Light Nougat,male,young adult,frown
,3626bpb0406,90,"Minifigure, Head Dual Sided Thick Eyebrows, Blue Eyes, Scar and Lines / Snow Goggles and Gray Bandana Pattern (SW Anakin)",Light Nougat,male,young adult,smirk
,3626cpb2060,90,"Minifigure, Head Dual Sided Black Eyebrows and Goatee, Raised Eyebrow / Light Blue Head-Up Display Pattern",Light Nougat,male,young adult,frown
