Image,Item No.,Description,Expression 1,Expression 2,Color,,,Young Child,Youth/Younger Adult,Older Adult,,,,,,,,,,,
,3626bpb0810,"Minifigure, Head Black and Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0934,"Minifigure, Head Black Eyebrows, Pink Cheeks, Chin Strap, White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2074,"Minifigure, Head Black Eyebrows, Smile with Tongue Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0628,"Minifigure, Head Black Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0628,"Minifigure, Head Black Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1221,"Minifigure, Head Black Eyebrows, White Pupils, Happy, Chin Dimple Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0479,"Minifigure, Head Black Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple and Wide Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0479,"Minifigure, Head Black Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple and Wide Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2173,"Minifigure, Head Black Eyebrows, White Pupils, Wide Crooked Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0273,"Minifigure, Head Brown Eyebrows, Thin Happy with Teeth, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0273,"Minifigure, Head Brown Eyebrows, Thin Happy with Teeth, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0121,"Minifigure, Head Brown Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0121,"Minifigure, Head Brown Eyebrows, Thin Happy, Black Eyes with White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2727,"Minifigure, Head Child Black Eyebrows, Freckles, Small Happy with Top Teeth Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2579,"Minifigure, Head Child Black Eyebrows, Smile, Rainbow and Lavender Stars on Cheeks Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0690,"Minifigure, Head Child Black Eyelashes, Brown Eyebrows, Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1617,"Minifigure, Head Child Brown Eyebrows, Black Eyelashes, Slight Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2354,"Minifigure, Head Child Dark Pink Eyebrows, Smile and Pink Cheeks Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2088,"Minifigure, Head Child Med. Nougat Eyebrows, Lime Glasses Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1595,"Minifigure, Head Child Raised Black Eyebrows, White Pupils, Lopsided Smile with Black Tongue Out Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2601,"Minifigure, Head Child Reddish Eyebrows, Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1817,"Minifigure, Head Child with Dark Tan Eyebrows, Black Eyes and Eyelashes, Lopsided Happy, Bright Light Blue Flower on Cheek Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0690,"Minifigure, Head Child, Black Eyelashes, Reddish Brown Eyebrows, Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1565,"Minifigure, Head Child, Glasses with Red Round Frames, Black Eyebrows, Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2808,"Minifigure, Head Copper Lightning Scar, Reddish Brown Eyebrows, Eyes, Glasses and Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1195,"Minifigure, Head Dark Orange Eyebrows, White Pupils, Crooked Smile and Chin Dimple Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0122,"Minifigure, Head Glasses Rectangular, Brown Thin Eyebrows, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1699,"Minifigure, Head Glasses Rectangular, Brown Thin Eyebrows, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0122b,"Minifigure, Head Glasses Rectangular, Red Thin Eyebrows, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0122b,"Minifigure, Head Glasses Rectangular, Red Thin Eyebrows, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1507,"Minifigure, Head Glasses Rounded with Brown Thin Eyebrows, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx89,"Minifigure, Head Glasses with Blue and Light Purple Wrap Sunglasses Pattern",Smile,,Yellow,Sunglasses,,1,,,,,,,,,,,,,
,3626bpb0331,"Minifigure, Head Glasses with Gray Frame Sides, Brown Eyebrows and Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0331,"Minifigure, Head Glasses with Gray Frame Sides, Brown Eyebrows and Happy Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2724,"Minifigure, Head Glasses with Trans-orange Lenses and Black Frames, Chin Dimple, Lopsided Happy Pattern",Smile,,Yellow,Sunglasses,,1,,,,,,,,,,,,,
,3626cpb0435,"Minifigure, Head Male Crooked Smile, Black Eyes with White Pupils, Black Eyebrows Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0100,"Minifigure, Head Male Headband Blue with Eyebrows Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx101,"Minifigure, Head Male Headband Red and Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0009,"Minifigure, Head Male HP Ron with Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx44,"Minifigure, Head Male Messy Orange Hair, Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0050,"Minifigure, Head Male Messy Red Hair, Smile, White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0050,"Minifigure, Head Male Messy Red Hair, Smile, White Pupils Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0712,"Minifigure, Head Male Thick Black Eyebrows, Repaired Glasses, Nervous Smile Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0510,"Minifigure, Head Male Thick Reddish Brown Eyebrows, White Pupils and Lopsided Happy with Teeth Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bp62,"Minifigure, Head Male White Bangs Messy Hair Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx27,"Minifigure, Head Male White Bangs Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2065,"Minifigure, Head Orange Eyebrows and Freckles, Smiling with One Tooth Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1589,"Minifigure, Head Raised Black Eyebrows, White Pupils, Lopsided Smile with Red Tongue Out Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1873,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Crooked Smile Pattern (Lloyd)",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626bpx124,"Minifigure, Head Standard Happy and Red Nose Freckles Pattern",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626apx124,"Minifigure, Head Standard Happy and Red Nose Freckles Pattern - Solid ",Smile,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb0726,"Minifigure, Head Dual Sided LotR Merry Smirking / Shouting Pattern",Smile,Angry,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2308,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Happy Pattern / Smile Showing Teeth",Smile,Happy,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0044,"Minifigure, Head Dual Sided Brown Eyebrows, No Glasses / Glasses Pattern",Smile,Smile,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2247,"Minifigure, Head Dual Sided Blue Slotted Sunglasses, Lopsided Smile with Teeth / Left Raised Eyebrow, Small Mouth with Lips Pattern",Smile,Surprised,Yellow,,,,1,,,,,,,,,,,,
,3626bp04,"Minifigure, Head Glasses with Black Sunglasses and Standard Happy Pattern",Smile,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpx87,"Minifigure, Head Glasses with Blue Wrap Sunglasses and Standard Smile Pattern",Smile,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpx88,"Minifigure, Head Glasses with Dark Ski Goggles Pattern",Smile,,Yellow,Goggles,,,1,,,,,,,,,,,,
,3626cpb1838,"Minifigure, Head Glasses with Gold Frame, White and Gray Eyebrows, Dark Orange Cheek Lines Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx114,"Minifigure, Head Glasses with Green Angled Sunglasses and Brown Hair Pattern",Smile,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0469,"Minifigure, Head Glasses with Orange Sunglasses, Brown Eyebrows and Crooked Smile Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx12,"Minifigure, Head Male Brown Bangs and Long Brown Hair Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0045,"Minifigure, Head Male Brown Bangs Parted on Right, Thick Eyes and Smile Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0016,"Minifigure, Head Male Brown Bangs Parted on Right, White Pupils and Smile Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx17,"Minifigure, Head Male Brown Bangs Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx126,"Minifigure, Head Male Messy Black Hair, Slight Smile, Eyebrows Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx16,"Minifigure, Head Male Smile, Black Eyebrows, Short Bangs and Long Hair Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0511,"Minifigure, Head Male Thin Happy, Black Eyes with White Pupils, Black Eyebrows Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626cp01,"Minifigure, Head Standard Happy Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626ap01,"Minifigure, Head Standard Happy Pattern - Solid ",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626bp05,"Minifigure, Head Standard Happy, Black Eyebrows, Thick Mouth Pattern",Smile,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2205,"Minifigure, Head Dual Sided Beard Stubble, Thick Eyebrows, Pencil Moustache, Soul Patch, Smile / Frown Pattern",Smile,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2279,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Happy / Open Mouth Angry Pattern (Rex Dangervest)",Smile,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2039,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Chin Dimple and Cheek Lines, Smile with Tooth / Open Mouth Angry Pattern",Smile,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Smile,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0583,"Minifigure, Head Dual Sided Glasses with Orange Lenses, Smile / Mouth Open Upset Pattern",Smile,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1250,"Minifigure, Head Dual Sided Black Eyebrows, Mouth Lines / Dark Bluish Gray Visor with Silver Squares, Happy with Teeth Pattern",Smile,Annoyed,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Smile,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0593,"Minifigure, Head Dual Sided Beard Stubble, Smile / Happy Pattern",Smile,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2143,"Minifigure, Head Dual Sided Black Eyebrows and Stubble, Smiling / Neutral Expression Pattern",Smile,Neutral,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0602,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Happy with Gold Upper Row Teeth / Black Eye, Crooked Lips Sad Pattern",Smile,Sad,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2751,"Minifigure, Head Dual Sided Black Eyebrows and Moustache, Dark Turquoise Star Glasses, Gap in Teeth, Smile / Scared Pattern",Smile,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1929,"Minifigure, Head Dual Sided Red Glasses, Black Eyebrows, Smile / Scared Pattern",Smile,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0303,"Minifigure, Head Dual Sided Silver Glasses, Headset, Smile / Scared Pattern",Smile,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1762,"Minifigure, Head Dual Sided Thick Black Eyebrows, Goatee, Cheek Lines, Crooked Smile / Gray Headband, Scared Pattern",Smile,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1919,"Minifigure, Head Dual Sided White Bushy Eyebrows, Goatee, Wrinkles, Smile / Open Mouth Scared Pattern",Smile,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0266,"Minifigure, Head Male Red-Brown Hair over Eye, One Eyebrow, Stubble, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0676,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils and Pensive Smile with Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0683,"Minifigure, Head Male Brown Bushy Sideburns, Thin Eyebrows, White Pupils and Open Mouth Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0216,"Minifigure, Head Male Pupils, Black Hair, Curly Eyebrows, Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0023,"Minifigure, Head Beard around Mouth, White Smile, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0023,"Minifigure, Head Beard around Mouth, White Smile, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1213,"Minifigure, Head Beard Black Angular, Pupils, Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0196,"Minifigure, Head Beard Brown Angular with White Pupils and Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0884,"Minifigure, Head Beard Brown Angular, Pupils, Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0332,"Minifigure, Head Beard Brown Rounded with White Pupils and Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0332,"Minifigure, Head Beard Brown Rounded with White Pupils and Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1331,"Minifigure, Head Beard Brown Stubble, Eyepatch, Open Happy, Missing Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0676,"Minifigure, Head Beard Brown, Bushy Eyebrows, White Pupils and Pensive Smile with Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1960,"Minifigure, Head Beard Gray and White, Thick Eyebrows, Right Raised Eyebrow, Dark Orange Cheek Lines Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1512,"Minifigure, Head Beard Orange, Bushy Eyebrows, White Pupils, Wrinkles and Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1360,"Minifigure, Head Beard Stubble, Brown Eyebrows, Moustache, Open Mouth, Two Teeth Pattern (Hank Haystack)",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1305,"Minifigure, Head Beard Stubble, Brown Eyebrows, White Pupils, Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0848,"Minifigure, Head Beard Stubble, Thick Dark Tan Eyebrows and Open Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0025,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626apb05,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red Pattern - Solid ",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx123,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Dark Red, Eyepatch Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx22,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Red Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx80,"Minifigure, Head Beard Vertical Lines with Messy Hair, Moustache Red, Eyepatch Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0545,"Minifigure, Head Beard White, Bushy Eyebrows, Smile, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx141,"Minifigure, Head Beard with Beard, Hair, and Sideburns in Vertical Line Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0249,"Minifigure, Head Beard with Brown Trim Beard (forked below mouth) and Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0024,"Minifigure, Head Beard with Brown Trim Beard (forked below mouth) and Eyebrows, Headset Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bp39,"Minifigure, Head Beard with Gray Facial Hair Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx43,"Minifigure, Head Beard, Raised Gray Eyebrows and Open White Mouth, Black Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2144,"Minifigure, Head Black Eyebrows, Right Raised, Dark Orange Brow Furrow, Crow's Feet, Light Bluish Gray Beard, White Highlights Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1937,"Minifigure, Head Black Eyebrows, Sideburns and Goatee, Scared Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2385,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Smirk Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0743,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Sweat Beads, Happy with Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2526,"Minifigure, Head Black Eyepatch, Brown Eyebrows, Sideburns, Stubble, Open White Mouth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1886,"Minifigure, Head Black Short Eyebrows, Med. Nougat Cheek Lines, Black Moustache, Slight Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2733,"Minifigure, Head Black Thick Eyebrows, Reddish Brown Sideburns, Cheek Lines, Chin Dimple, Lopsided Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1872,"Minifigure, Head Dark Brown Eyebrows, Dark Orange Freckles, Open Mouth Crooked Smile Pattern (Jay)",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx24,"Minifigure, Head Glasses with Blue Glasses and Headset Pattern",Smile,,Yellow,"Glasses, Headset",,,,1,,,,,,,,,,,
,3626bpb0110,"Minifigure, Head Glasses with Blue Sunglasses and Moustache Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0176,"Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0691,"Minifigure, Head Glasses with Brown Moustache and Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx62,"Minifigure, Head Glasses with Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx14,"Minifigure, Head Glasses with Gray Eyebrows, Beard and Moustache Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpx14,"Minifigure, Head Glasses with Gray Eyebrows, Beard and Moustache Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1116,"Minifigure, Head Glasses with Green Goggles and Brown Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0228,"Minifigure, Head Glasses with Headset, Fine Stubble Pattern (Flex)",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0003,"Minifigure, Head Glasses with HP Dumbledore Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0803,"Minifigure, Head Glasses with Safety Goggles, Brown Eyebrows and Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0587,"Minifigure, Head Glasses with Silver Round Frames, Dark Tan Sideburns Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0098,"Minifigure, Head Glasses with Silver Sunglasses and Goatee Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpx157,"Minifigure, Head Glasses with Silver Sunglasses and Red Headset Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0512,"Minifigure, Head Glasses with Slotted White Sunglasses and Smirk with Gold Teeth Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626cpb0512,"Minifigure, Head Glasses with Slotted White Sunglasses and Smirk with Gold Teeth Pattern",Smile,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626cpb1399,"Minifigure, Head Goatee, Dark Bluish Gray Eyebrows, Glasses, Crooked Smile, Cheek Lines and Forehead Wrinkles Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1496,"Minifigure, Head Gray Eyebrows and Full Beard with Black Lines, Black Glasses and White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2534,"Minifigure, Head Gray Eyebrows and Stubble, Med. Nougat Cheek Lines and Chin Dimple, Black Glasses Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0535,"Minifigure, Head Male Black Eyebrows, Black Goatee and Moustache, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0426,"Minifigure, Head Male Black Eyebrows, Cheek Lines and White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0838,"Minifigure, Head Male Black Eyebrows, Eyelashes, Cheek Dimples, Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx100,"Minifigure, Head Male Black Unibrow, Stubble under Dipping Mouth Line Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx26,"Minifigure, Head Male Brown Bangs and Line Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0103,"Minifigure, Head Male Brown Hair, Thick Arched Eyebrows and Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0458,"Minifigure, Head Male Brown Stubble, Brown Eyebrows, Crooked Smile and Cheek Lines Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0458,"Minifigure, Head Male Brown Stubble, Brown Eyebrows, Crooked Smile and Cheek Lines Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1186,"Minifigure, Head Male Bushy Gray Eyebrows, Wrinkles, White Pupils, Slight Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0052,"Minifigure, Head Male Confused Expression, Messy Black Hair Pattern (Henchman 2)",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0049,"Minifigure, Head Male Confused Expression, White Goatee Pattern (Henchman 1)",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0609,"Minifigure, Head Male Dark Bluish Gray Eyebrows, Bushy Sideburns and Crooked Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0325,"Minifigure, Head Male Eyepatch, Brown Eyebrows, Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx119,"Minifigure, Head Male Eyepatch, Stubble, Black Hair Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpx119,"Minifigure, Head Male Eyepatch, Stubble, Black Hair Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626apb03,"Minifigure, Head Male Eyepatch, Stubble, Black Hair Pattern - Solid ",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0082,"Minifigure, Head Male Eyepatch, Stubble, Red-Brown Hair Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx109,"Minifigure, Head Male Gray Spiky Hair, Stubble, One Tooth Smirk Pattern (Hunchback)",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bp69,"Minifigure, Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0853,"Minifigure, Head Male Mask Half Sand Green with Green Eye Open Happy Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx77,"Minifigure, Head Male Mask Red with Eye Holes and Moustache Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0216,"Minifigure, Head Male Pupils, Black Hair, Curly Eyebrows, Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0425,"Minifigure, Head Male Stubble, Brown Eyebrows and Sideburns, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpa3,"Minifigure, Head Moustache Black Bangs, Striped Sideburns Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx129,"Minifigure, Head Moustache Black Bangs, Striped Sideburns, Cleft Chin Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1748,"Minifigure, Head Moustache Brown Bushy, Black Eyebrows, Cheek Lines, Smile, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0019,"Minifigure, Head Moustache Brown Bushy, Stubble, and Brown Sideburns Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx32,"Minifigure, Head Moustache Brown Hair, Glasses on Forehead, Raised Eyebrow Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0083,"Minifigure, Head Moustache Curly and Full, Plain Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0020,"Minifigure, Head Moustache Curly and Split, Long Wavy Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0018,"Minifigure, Head Moustache Curly and Split, Short Wavy Eyebrows, Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0118,"Minifigure, Head Moustache Curly Thick, Thick Sideburns, Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx82,"Minifigure, Head Moustache Curly, Goatee and Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx23,"Minifigure, Head Moustache Curly, Spiky Beard under Mouth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx131,"Minifigure, Head Moustache Fu Manchu, Black Hair, Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
