item_number,description,category
cty0377,Police - LEGO City Undercover Elite Police Officer 6,Town
cty0378,Police - LEGO City Undercover Elite Police Officer 7,Town
cty0432,Police - LEGO City Undercover Elite Police Officer 8,Town
cty1365,"Police - Officer Gracie Goodhart, Dark Blue Vest, Black Pants, Orange Goggles, and Dark Brown Hair with Bun",Town
cty1278,"Police - Officer Gracie Goodhart, Dark Blue Vest, Orange Life Jacket",Town
cty1375,"Police - Officer Sam Grizzled, Bright Light Blue Jacket, Dark Blue Legs, Dark Bluish Gray Hair",Town
cty1204,"Police - Officer Sam Grizzled, Sand Blue Jacket",Town
cty1137,Police - Officer Tom Bennett,Town
cty1131,Police - Pilot Sam Grizzled,Town
wc022,"Police - Security Guard, Dark Bluish Gray Legs, Black Cap",Town
wc003,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap",Town
wc001,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest",Town
wc001s,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest with Security and Badge Pattern (Stickers)",Town
cty1135,"Police - Security Officer, Black Legs, Brown Hair",Town
cop009,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern",Town
cop044,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern, Black Sunglasses",Town
soc045,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Black Sunglasses",Town
cop033,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Life Jacket",Town
cop022,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Black Sunglasses",Town
cop020,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Blue Sunglasses",Town
cop036,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Helmet with Police Pattern, Trans-Green Visor",Town
cop008,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap with Police Pattern",Town
cop057,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap, Black Sunglasses",Town
cop028,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Hat",Town
cop037,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Male Hair",Town
cop015,"Police - Suit with 4 Buttons, Black Legs, Black Hat",Town
cop016,"Police - Suit with 4 Buttons, Black Legs, Black Male Hair, Life Jacket",Town
cop012,"Police - Suit with 4 Buttons, Black Legs, White Cap",Town
cop001,"Police - Suit with 4 Buttons, Black Legs, White Hat",Town
cop017,"Police - Suit with 4 Buttons, Black Legs, White Hat, Life Jacket",Town
cop046,"Police - Suit with 4 Buttons, Black Legs, White Pigtails Hair",Town
cop052,"Police - Suit with 4 Buttons, Red Legs, White Fire Helmet",Town
cop034,"Police - Suit with Sheriff Star, Black Legs, Black Cap with Police Pattern",Town
cop011,"Police - Suit with Sheriff Star, Black Legs, Black Male Hair",Town
cop032,"Police - Suit with Sheriff Star, Black Legs, Black Male Hair, Life Jacket",Town
cop051,"Police - Suit with Sheriff Star, Black Legs, White Cap",Town
cop007,"Police - Suit with Sheriff Star, Black Legs, White Cap, Life Jacket",Town
cop002,"Police - Suit with Sheriff Star, Black Legs, White Hat",Town
cop021,"Police - Suit with Sheriff Star, Black Legs, White Hat, Life Jacket",Town
cop035,"Police - Suit with Sheriff Star, Light Gray Legs, Black Male Hair",Town
cop023s,"Police - Torso Sticker with 4 Buttons and Badge, Black Legs, White Classic Helmet",Town
cop042,"Police - Torso Sticker with 4 Buttons, Badge, and Collar, Black Legs, White Hat",Town
cop014s,"Police - Torso Sticker with 5 Buttons and Badge, Black Legs, White Hat",Town
wc006,"Police - World City Chief, Dark Blue Suit with Badge and Tie, Dark Blue Legs",Town
wc008,"Police - World City Helicopter Pilot, Black Jacket with Zipper and Badge",Town
wc007,"Police - World City Jail Prisoner 50380 Medium Orange Jumpsuit, Dark Gray Knit Cap",Town
wc004,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap",Town
wc005,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap, Smile",Town
wc009,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Brown Male Hair, Smile",Town
wc026,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Cap",Town
wc023,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Helmet, Black Visor",Town
cop027,"Police - Zipper with Badge, Black Legs, Black Helmet, Trans-Light Blue Visor",Town
cop003,"Police - Zipper with Badge, Black Legs, White Classic Helmet",Town
cop013,"Police - Zipper with Badge, Black Legs, White Hat",Town
cop030,"Police - Zipper with Badge, Black Legs, White Hat, Life Jacket",Town
cop004,"Police - Zipper with Badge, Black Legs, White Helmet, Trans-Light Blue Visor",Town
cop041,"Police - Zipper with Sheriff Star, Black Cap, Black Sunglasses",Town
cop031,"Police - Zipper with Sheriff Star, Black Cap, Life Jacket",Town
cop025,"Police - Zipper with Sheriff Star, Black Hat",Town
cop024,"Police - Zipper with Sheriff Star, Black Ponytail Hair",Town
trn043,"Police - Zipper with Sheriff Star, Brown Male Hair",Town
cop006,"Police - Zipper with Sheriff Star, White Cap",Town
cop026,"Police - Zipper with Sheriff Star, White Cap, Female",Town
cop040,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Female",Town
cop043,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Sunglasses",Town
cop038,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Green Visor",Town
cop010,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Light Blue Visor",Town
cop019,"Police - Zipper with Sheriff Star, White Helmet, Black Visor",Town
cop047,"Police - Zipper with Sheriff Star, White Helmet, Trans-Dark Blue Visor, Female",Town
cop018,"Police - Zipper with Sheriff Star, White Helmet, Trans-Green Visor",Town
cop029,"Police - Zipper with Sheriff Star, White Helmet, Trans-Light Blue Visor, Female",Town
cop005,"Police - Zipper with Sheriff Star, White Helmet, Trans-Light Blue Visor, Sunglasses",Town
cty1124,Police Chief - Wheeler,Town
cty1209,"Police Chief - Wheeler, Santa Disguise",Town
cty1123,"Police Crook, Female - Daisy Kaboom",Town
cty1379,"Police Crook, Female - Daisy Kaboom Dark Red Torso with Orange Stripes. and Bright Light Blue Legs",Town
cty1042,Police Officer - Duke DeTain,Town
cty1257,"Police Officer - Duke DeTain, Black Helmet, Trans-Black Visor",Town
cty1207,"Police Officer - Duke DeTain, Blue Sweater, Black Legs",Town
cty1210,"Police Officer - Duke DeTain, Dark Blue Shirt with Short Sleeves, Harness, Black Legs, Black Hair",Town
cty1202,"Police Officer - Duke DeTain, Sand Blue Police Jacket, Dark Blue Legs, White Helmet",Town
cop056,Police Officer - Juniors,Town
cty1141,Police Officer - Rooky Partnur,Town
cty1208,"Police Officer - Rooky Partnur, Jet Pilot",Town
cty1374,"Police Officer - Rooky Partnur, Jet Pilot with Dark Blue Pants",Town
cty1206,"Police Officer - Rooky Partnur, Sand Blue Jacket",Town
cty1312,"Police Officer - Sand Blue Police Jacket, Dark Blue Legs, Police Hat with Gold Badge, Sunglasses",Town
cty1285,"Police Officer - Sand Blue Police Jacket, Dark Blue Legs, White Helmet",Town
cty0716,"Police Officer, Black Cap and Legs, Beard",Town
twn406,"Police Officer, Female",Town
cty0936,"Police Officer, Female, Dark Blue Legs, Sunglasses",Town
twn404,"Police Officer, Moustache (1940s Era)",Town
twn405,"Police Officer, Smirk (1940s Era)",Town
cty0982,Popcorn Vendor,Town
cty1182,Poppy Starr,Town
cty1219,"Poppy Starr - Lime Jacket, Black Legs, Dark Azure Hair",Town
cty1106,"Post Office - Airmail Letter Logo and Red Jacket with Zipper, Dark Red Hat, Black Legs, Sunglasses",Town
post001,"Post Office - Black Legs, Black Hat",Town
post001new,"Post Office - Black Legs, Black Hat (Reissue)",Town
post004,"Post Office - Black Legs, Black Male Hair",Town
post005,"Post Office - Red Legs, Black Hat",Town
post002,"Post Office - Red Legs, Red Classic Helmet",Town
post003,"Post Office Blue Background Logo, Red Legs, Red Cap",Town
cty0676,"Post Office White Envelope and Stripe, Black Legs, Dark Orange Mid-Length Tousled Hair",Town
post006,"Post Office White Envelope and Stripe, Black Legs, Red Cap, Beard and Glasses",Town
post007,"Post Office White Envelope and Stripe, Black Legs, Red Cap, Silver Sunglasses",Town
post008,"Post Office White Envelope and Stripe, Black Legs, Red Short Bill Cap, Gray Beard",Town
twn145,"Post Office White Envelope and Stripe, Dark Blue Legs, Black Short Bill Cap",Town
post011,"Post Office White Envelope and Stripe, Dark Bluish Gray Legs, Red Short Bill Cap",Town
post010,"Post Office White Envelope and Stripe, Red Legs, Black Hat (Undetermined Eyebrows)",Town
post010a,"Post Office White Envelope and Stripe, Red Legs, Black Hat, Black Eyebrows",Town
post010b,"Post Office White Envelope and Stripe, Red Legs, Black Hat, Reddish Brown Eyebrows",Town
post009,"Post Office White Envelope and Stripe, Red Legs, Reddish Brown Female Hair Mid-Length",Town
twn146,"Post Office White Envelope and Stripe, Tan Legs, Dark Orange Ponytail Long with Side Bangs",Town
cty0510,"Press Woman / Reporter - Black Legs, Dark Orange Mid-Length Tousled Hair",Town
twn259,Press Woman / Reporter - Bright Light Yellow Hair Female Ponytail,Town
twn159,Press Woman / Reporter - Dark Green Legs,Town
twn203,Queasy Man,Town
twn326,Queasy Rider,Town
twn002,"Race - Driver, Blue Shark",Town
twn008,"Race - Driver, Green Alligator, Helmet with Flames",Town
rac020,"Race - Driver, Green Alligator, Plain Helmet",Town
twn009,"Race - Driver, Red Scorpion, Black Helmet",Town
twn010,"Race - Driver, Red Scorpion, Red Helmet",Town
twn005a,"Race - Driver, Yellow Tiger, Standard Helmet, Life Jacket",Town
rac008,"Race - Driver, Yellow Tiger, Underwater Helmet",Town
cty0646,Race Boat Driver,Town
cty1260,Race Buggy Driver,Town
cty1259,Race Buggy Transporter Driver,Town
cty1160,"Race Car Driver - Male, White and Red Jumpsuit with 'XTREME' Logo, White Legs, Red Helmet",Town
cty1400,"Race Car Driver - Male, White Race Jacket and Helmet, Lime Legs",Town
cty1109,"Race Car Driver, Female, Red and White Race Jacket, Red Helmet and Legs",Town
cty1110,"Race Car Driver, Male, Dark Blue 'Octan E' Race Jacket and Legs, White Helmet",Town
rac059,"Race Car Driver, White Octan Race Suit with Silver Zipper, Red Helmet with Trans-Black Visor, Crooked Smile, Stubble Beard",Town
cty0922,"Race Car Driver, White Octan Race Suit with Silver Zipper, Red Helmet with Trans-Black Visor, Lopsided Smile",Town
cty0389,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Crooked Smile with Black Dimple",Town
cty0389a,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Crooked Smile with Brown Dimple",Town
cty0435,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Smirk and Stubble Beard",Town
cty0874,"Race Car Driver, White Race Suit with Orange Stripes and Checkered Pattern, Red Helmet, Crooked Smile with Brown Dimple",Town
rac060,"Race Car Female Mechanic, White Octan Race Suit with Silver Zipper, Red Cap with Hole, Peach Lips",Town
cty1401,"Race Car Mechanic - Female, White Race Jacket and Legs, Dark Blue Cap with Dark Orange Hair",Town
cty0390,"Race Car Mechanic, White Race Suit with Octan Logo, Red Cap with Hole, Brown Eyebrows, Thin Grin with Teeth",Town
cty0391,"Race Car Mechanic, White Race Suit with Octan Logo, Red Cap with Hole, Headphones, Smirk and Stubble Beard",Town
rac034,"Racer, Red with Light Bluish Gray Balaclava, Red Helmet, Trans-Black Visor",Town
rac057,Racing Bike Driver 1,Town
rac058,Racing Bike Driver 2,Town
rac001,"Racing Team 1, Black Helmet, Trans-Light Blue Visor",Town
rac002,"Racing Team 1, Red Cap",Town
rac004,"Racing Team 5, Blue Helmet, Trans-Light Blue Visor",Town
rac003,"Racing Team 5, Red Helmet, Trans-Light Blue Visor",Town
air040,Raft Rider,Town
cty0914,"Rafter, Adult Son, Dark Azure Sports Helmet, Orange 2 Strap Life Jacket",Town
cty0611,"Rally Race Car Driver, Airborne Logo",Town
cty1328,Raze - Stuntz Driver,Town
twn417,Receptionist,Town
twn214,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Dark Orange Hair",Town
par043,"Red / White Stripes Shirt, Blue Legs, Black Ponytail Hair",Town
par034,"Red / White Stripes Shirt, Yellow Legs, White Cap",Town
par016,"Red Dots on Pink Shirt - White Legs, Brown Ponytail Hair",Town
par018,"Red Dots on Pink Shirt - White Legs, White Cap",Town
par011,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Closed Mouth",Town
par010,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Life Jacket",Town
par017,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Open Mouth",Town
par050,"Red Halter Top - Blue Legs, Black Ponytail Hair",Town
fbr002,"Red Halter Top - Red Legs, Black Female Hair",Town
fbr001,"Red Halter Top - Red Legs, Black Ponytail Hair",Town
fbr003,"Red Halter Top - Red Legs, Red Ponytail Hair",Town
par009a,"Red Halter Top - Yellow Legs, Black Ponytail Hair, Closed Mouth",Town
par009,"Red Halter Top - Yellow Legs, Black Ponytail Hair, Open Mouth",Town
twn183,"Red Jacket with Tan and White Zigzag Pattern, Red Legs, Tan Fedora, Black and Silver Sunglasses",Town
twn026,"Red Jacket with Zipper Pockets and Classic Space Logo, Black Legs, Black Cap, Green Backpack with Sleeping Bag",Town
trn140,"Red Jacket with Zipper Pockets and Classic Space Logo, Black Legs, Reddish Brown Flat Top Hair",Town
twn027,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Black Cap",Town
twn097,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Dark Orange Short Tousled Hair",Town
cty0308,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Dark Orange Short Tousled Hair, Orange Sunglasses",Town
cty0142,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Blue Legs, Red Cap",Town
cty0142a,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Blue Legs, Red Short Bill Cap",Town
twn060,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Bluish Gray Legs, Black Helmet, Silver Sunglasses",Town
twn163,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Blue Helmet",Town
trn126,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Reddish Brown Male Hair",Town
cty0129,"Red Jacket with Zipper Pockets and Classic Space Logo, Tan Legs, Red Cap",Town
cty0129a,"Red Jacket with Zipper Pockets and Classic Space Logo, Tan Legs, Red Short Bill Cap",Town
twn056a,"Red Jacket with Zipper Pockets and Classic Space Logo, White Legs, Black Female Ponytail Hair, Black Eyebrows",Town
twn056,"Red Jacket with Zipper Pockets and Classic Space Logo, White Legs, Black Female Ponytail Hair, Brown Eyebrows",Town
par049,"Red Riding Jacket - Black Legs, Black Female Hair",Town
par014,"Red Riding Jacket - Black Legs, Brown Ponytail Hair",Town
par013,"Red Riding Jacket - Light Gray Legs, Black Construction Helmet",Town
par052,"Red Riding Jacket - Light Gray Legs, Black Ponytail Hair",Town
par012,"Red Riding Jacket - White Legs, Black Construction Helmet",Town
twn194,"Red Riding Jacket with Award Ribbon, White Legs, Black Riding Helmet",Town
cty0244,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Messy Red Hair, Red Construction Helmet",Town
cty0447,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Red Short Bill Cap, Freckles",Town
cty0175,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Red Short Bill Cap, Glasses",Town
twn084,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Cap",Town
cty0196,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Helmet, Orange Sunglasses",Town
cty0180,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Dark Orange Short Tousled Hair, Brown Eyebrows, Backpack",Town
cty0180a,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Dark Orange Short Tousled Hair, Red Eyebrows, Backpack",Town
cty0119,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Legs, Tan Female Hair",Town
twn085,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Black Cap",Town
cty0060,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish Gray Legs, Glasses",Town
twn205,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish Gray Short Legs, Reddish Brown Hair",Town
cty0312,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish-Gray Legs, Dark Orange Hair",Town
cty0066,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Orange Glasses, Backpack",Town
cty0108,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Red Legs",Town
twn051,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Sand Blue Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town
cty0084,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Tan Legs, Messy Red Hair",Town
twn111,"Red Shirt with 3 Silver Logos, Dark Blue Arms, White Legs, Black Short Tousled Hair",Town
redsox,RED SOX Pattern,Town
wc024s,"Reflective Stripes, Black Legs, White Fire Helmet, Smile, Orange Vest with Straps and Fire Logo and 'FIRE' Pattern (Stickers)",Town
rep004,"Repair - Overalls Red with Wrench Pattern, Red Legs, Blue Cap",Town
rep002,"Repair - Overalls Red with Wrench Pattern, Red Legs, Green Cap, Female",Town
rep003,"Repair - Overalls Red with Wrench Pattern, Red Legs, Green Cap, Male",Town
rep006,"Repair - Overalls Red with Wrench Pattern, Red Legs, Red Cap",Town
rep005,Repair - Phone Repair Crew,Town
rep001,"Repair - Red Shirt with Zipper and Wrench Pattern, Black Legs, Black Male Hair",Town
cty1045,"Reporter - Black Legs, Reddish Brown Hair Swept Back into Bun",Town
cty1032,"Reporter - Sand Blue Suit, Dark Red Tie, Black Hair Swept Back Tousled",Town
rsq002,"Res-Q - Female Lifeguard, Life Jacket",Town
rsq003,"Res-Q 1 - Black Cap, Life Jacket",Town
rsq004,Res-Q 1 - Helmet,Town
rsq004a,Res-Q 1 - Helmet with Trans-Dark Blue Visor,Town
rsq014,"Res-Q 1 - Helmet, Life Jacket",Town
rsq010,Res-Q 2 - Black Cap,Town
rsq013,"Res-Q 2 - Black Cap, Life Jacket",Town
rsq005,Res-Q 3 - Black Cap,Town
rsq006,Res-Q 3 - Black Male Hair,Town
rsq007,Res-Q 3 - Diver,Town
rsq008,Res-Q 3 - Helmet,Town
rsq008a,Res-Q 3 - Helmet with Trans-Dark Blue Visor,Town
rsq011,Res-Q 3 - White Cap,Town
rsq015,"Res-Q 3 - White Fire Helmet, White Hips",Town
rsq009,Res-Q 3 - Yellow Legs,Town
rsq009a,Res-Q 3 - Yellow Legs and Trans-Dark Blue Visor,Town
cty1335,Rescue Helicopter Pilot - Female,Town
cty1344,"Rescue Helicopter Pilot - Male, Orange Glasses",Town
twn425,Rickshaw Driver,Town
cty1420,Rivera - Bright Light Orange and Dark Azure Space Suit,Town
cty1274,Roadwork Truck Driver,Town
cty0917,"Rock Climber, Orange Tank Top, Dark Orange Legs with Clips, White Sports Helmet",Town
twn313,Rock Star,Town
cty1038,"Rocket Engineer - Female, Dark Blue Jumpsuit, White  Construction Helmet with Dark Brown Ponytail Hair, Light Blue Goggles and Face Covered with Dirt",Town
cty1319,Rocket Racer - Stuntz Driver,Town
cty0719,Rollerskater,Town
cty1099,"Safari Tourist Woman, Red Ball Cap and Scarf, Dark Green Jacket, Dark Red Legs",Town
cty0444,"Sand Green Female Corset with Gold Trimmed Front, Sand Green Legs, Dark Brown Hair Ponytail Long French Braided",Town
cty0046,"Sanitary Engineer 1 - Green Legs, Beard Around Mouth",Town
cty0049,"Sanitary Engineer 2 - Green Legs, Glasses and Beard",Town
cty0051,Sanitary Engineer 3 - Orange Legs,Town
cty0158,"Sanitary Engineer 3 - Orange Legs, Glasses and Beard",Town
cty0722,"Saxophone Player, Green Jacket with Necklace, Green Legs, Tan Hair, Black Eyebrows",Town
cty0986,"Scarecrow - Tan Fedora, Black Bandana, Red Shirt",Town
cty1396,"School Bus Driver - Female, Orange Safety Vest with Reflective Stripes, Dark Blue Legs, Reddish Brown Hair",Town
cty1011,"Scientist - Female, Blue Goggles and White Legs",Town
cty1058,"Scientist - Female, Dark Bluish Gray Jacket with Magenta Scarf, Dark Orange Female Hair over Shoulder, Glasses",Town
cty1069,"Scientist - Female, Red Cap with Ponytail Hair, Blue Goggles and Light Bluish Gray Legs",Town
cty1035,"Scientist, Botanist - Female, Glasses and Medium Nougat Hair Short Swept Sideways",Town
cty1165,"Scuba Diver - Female, Open Mouth, Red Helmet, White Air Tanks, Red Flippers",Town
cty1179,"Scuba Diver - Female, Peach Lips Smile, Red Helmet, White Air Tanks, Red Flippers",Town
cty1173,"Scuba Diver - Male, Open Mouth Smile, Red Helmet, White Air Tanks, Red Flippers",Town
cty1225,"Scuba Diver - Male, Open Mouth, Black Beard, Red Helmet, White Air Tanks, Red Flippers",Town
cty1180,"Scuba Diver - Male, Open Mouth, Dark Tan Beard, Red Helmet, White Air Tanks, Red Flippers",Town
cty1166,"Scuba Diver - Male, Smirk, Red Helmet, White Air Tanks, Red Flippers",Town
cty0598,"Scuba Diver, Female without Flippers",Town
cty0602,"Scuba Diver, Female, Flippers, Yellow Air Tanks",Town
cty0559,"Scuba Diver, Female, Red Flippers",Town
cty0599,"Scuba Diver, Male without Flippers",Town
cty0617,"Scuba Diver, Male, Blue",Town
cty0558,"Scuba Diver, Male, Red Flippers",Town
twn156,Secretary,Town
cty0571,Service Car Female Driver,Town
shell003,"Shell - Classic - Black Legs, White Cap",Town
shell002,"Shell - Classic - Blue Legs, Black Female Hair",Town
shell004,"Shell - Classic - Blue Legs, Black Pigtails Hair",Town
shell004a,"Shell - Classic - Blue Legs, Black Pigtails Hair (Torso with Trapezoid Sticker)",Town
shell010,"Shell - Classic - Blue Legs, Red Cap",Town
shell012,"Shell - Classic - Blue Legs, Red Construction Helmet",Town
shell014,"Shell - Classic - Blue Legs, Red Construction Helmet (Torso with Trapezoid Sticker)",Town
shell001,"Shell - Classic - Blue Legs, Red Hat",Town
shell001b,"Shell - Classic - Blue Legs, Red Hat (Torso with Squared Sticker)",Town
shell001a,"Shell - Classic - Blue Legs, Red Hat (Torso with Trapezoid Sticker)",Town
shell005,"Shell - Classic - Red Legs, Red Cap",Town
shell013,"Shell - Classic - Red Legs, Red Hat",Town
shell008,"Shell - Jacket, Black Legs, Red Cap, Eyebrows",Town
shell009,"Shell - Jacket, Black Legs, Red Cap, Female",Town
shell006,"Shell - Jacket, Black Legs, Red Helmet, Black Visor",Town
shell007,"Shell - Jacket, Red Legs, Red Helmet, Black Visor",Town
cty1244,Shirley Keeper,Town
trn139,"Shirt with 2 Pockets No Collar, Blue Legs, Blue Cap",Town
trn127,"Shirt with 2 Pockets No Collar, Dark Bluish Gray Legs, Black Cap",Town
twn011,"Shirt with 2 Pockets No Collar, Green Legs, Red Cap",Town
cty0112,"Shirt with 2 Pockets No Collar, Reddish Brown Legs, Black Male Hair",Town
twn074,"Shirt with 2 Pockets No Collar, Reddish Brown Short Legs, Red Cap, Red Bandana",Town
twn030,"Shirt with 2 Pockets No Collar, Tan Legs, Reddish Brown Male Hair",Town
twn016,"Shirt with 2 Pockets, Black Legs, Black Ponytail Hair",Town
trn105,"Shirt with 2 Pockets, Blue Legs, Black Male Hair",Town
trn005,"Shirt with 2 Pockets, Blue Legs, Black Ponytail Hair",Town
rac011,"Shirt with 2 Pockets, Blue Legs, Blue Helmet, Trans-Light Blue Visor",Town
twn001,"Shirt with 2 Pockets, Blue Legs, Brown Female Hair",Town
twn014,"Shirt with 2 Pockets, Green Legs, Brown Ponytail Hair",Town
vel002,"Shirt with 2 Pockets, Red Legs, Black Ponytail Hair",Town
wc029,"Shirt with 2 Pockets, Red Legs, Dark Orange Female Hair",Town
rac010,"Shirt with 2 Pockets, Red Legs, Red Helmet 7 White Stars, Trans-Light Blue Visor",Town
soc058,"Shirt with 2 Pockets, White Legs, Black Female Hair",Town
soc001,"Shirt with 2 Pockets, White Legs, Black Ponytail Hair",Town
trn092,"Shirt with 2 Pockets, White Legs, Red Ponytail Hair, Life Jacket",Town
but025,"Shirt with 3 Buttons - Blue, Black Legs, Black Male Hair",Town
but013,"Shirt with 3 Buttons - Blue, Black Legs, Brown Male Hair",Town
but023,"Shirt with 3 Buttons - Blue, Black Legs, Light Gray Cowboy Hat",Town
but010,"Shirt with 3 Buttons - Blue, Black Legs, Red Construction Helmet",Town
but003,"Shirt with 3 Buttons - Blue, Light Gray Legs, Black Male Hair",Town
but038,"Shirt with 3 Buttons - Blue, Red Legs, Red Female Hair",Town
but035,"Shirt with 3 Buttons - Blue, White Legs, Brown Female Hair",Town
but034,"Shirt with 3 Buttons - Blue, White Legs, Red Pigtails Hair",Town
but030,"Shirt with 3 Buttons - Red, Blue Arms, Red Legs, Brown Male Hair",Town
but001,"Shirt with 3 Buttons - Red, Red Arms, Black Legs, Black Pigtails Hair (Firewoman)",Town
but002,"Shirt with 3 Buttons - Red, Red Arms, Black Legs, Brown Male Hair",Town
but026,"Shirt with 3 Buttons - Red, Red Arms, Blue Legs, Black Pigtails Hair",Town
but004,"Shirt with 3 Buttons - Red, Red Arms, Red Legs, Black Pigtails Hair",Town
but036,"Shirt with 3 Buttons - Red, Red Arms, White Legs, White Cap",Town
but033,"Shirt with 4 Buttons (sticker) - Red - Black Legs, Blue Hat",Town
but034s,"Shirt with 5 Buttons (Sticker) - Blue - Blue Legs, Red Hat",Town
but029,"Shirt with 6 Buttons - Black, Black Legs, Black Hat",Town
but027,"Shirt with 6 Buttons - Black, Black Legs, White Hat",Town
but021,"Shirt with 6 Buttons - Blue, Black Legs, Black Hat",Town
but012,"Shirt with 6 Buttons - Blue, Black Legs, Red Cap",Town
but015,"Shirt with 6 Buttons - Blue, Black Legs, Red Construction Helmet",Town
con007,"Shirt with 6 Buttons - Blue, Black Legs, Red Construction Helmet, Yellow Chevron Vest",Town
but028,"Shirt with 6 Buttons - Blue, Blue Legs, Black Hat",Town
but019,"Shirt with 6 Buttons - Blue, Blue Legs, Black Male Hair",Town
but007,"Shirt with 6 Buttons - Blue, Blue Legs, Blue Cap",Town
but031,"Shirt with 6 Buttons - Blue, Blue Legs, Blue Construction Helmet",Town
but022,"Shirt with 6 Buttons - Blue, Blue Legs, Brown Male Hair",Town
but006,"Shirt with 6 Buttons - Blue, Blue Legs, Light Gray Cowboy Hat",Town
but011,"Shirt with 6 Buttons - Blue, Blue Legs, Red Construction Helmet",Town
but020,"Shirt with 6 Buttons - Blue, Blue Legs, Red Hat",Town
but024,"Shirt with 6 Buttons - Blue, Blue Legs, Red Pigtails Hair",Town
but016,"Shirt with 6 Buttons - Blue, Blue Legs, White Cap",Town
but017,"Shirt with 6 Buttons - Blue, Blue Legs, White Classic Helmet",Town
but018,"Shirt with 6 Buttons - Blue, Blue Legs, White Classic Helmet, Yellow Vest",Town
but008,"Shirt with 6 Buttons - Blue, Blue Legs, White Construction Helmet",Town
but037,"Shirt with 6 Buttons - Blue, Light Gray Legs, Blue Hat",Town
but039,"Shirt with 6 Buttons - Blue, White Legs, Black Male Hair",Town
but014,"Shirt with 6 Buttons - Blue, White Legs, Blue Cap",Town
