item_number,description,category,item_link
post009,"Post Office White Envelope and Stripe, Red Legs, Reddish Brown Female Hair Mid-Length",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post009
twn146,"Post Office White Envelope and Stripe, Tan Legs, Dark Orange Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn146
cty0510,"Press Woman / Reporter - Black Legs, Dark Orange Mid-Length Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0510
twn259,Press Woman / Reporter - Bright Light Yellow Hair Female Ponytail,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn259
twn159,Press Woman / Reporter - Dark Green Legs,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn159
twn203,Queasy Man,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn203
twn326,Queasy Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn326
twn002,"Race - Driver, Blue Shark",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn002
twn008,"Race - Driver, Green Alligator, Helmet with Flames",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn008
rac020,"Race - Driver, Green Alligator, Plain Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac020
twn009,"Race - Driver, Red Scorpion, Black Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn009
twn010,"Race - Driver, Red Scorpion, Red Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn010
twn005a,"Race - Driver, Yellow Tiger, Standard Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn005a
rac008,"Race - Driver, Yellow Tiger, Underwater Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac008
cty0646,Race Boat Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0646
cty1260,Race Buggy Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1260
cty1259,Race Buggy Transporter Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1259
cty1160,"Race Car Driver - Male, White and Red Jumpsuit with 'XTREME' Logo, White Legs, Red Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1160
cty1400,"Race Car Driver - Male, White Race Jacket and Helmet, Lime Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1400
cty1109,"Race Car Driver, Female, Red and White Race Jacket, Red Helmet and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1109
cty1110,"Race Car Driver, Male, Dark Blue 'Octan E' Race Jacket and Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1110
rac059,"Race Car Driver, White Octan Race Suit with Silver Zipper, Red Helmet with Trans-Black Visor, Crooked Smile, Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac059
cty0922,"Race Car Driver, White Octan Race Suit with Silver Zipper, Red Helmet with Trans-Black Visor, Lopsided Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0922
cty0389,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Crooked Smile with Black Dimple",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0389
cty0389a,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Crooked Smile with Brown Dimple",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0389a
cty0435,"Race Car Driver, White Race Suit with Octan Logo, Red Helmet with Trans-Black Visor, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0435
cty0874,"Race Car Driver, White Race Suit with Orange Stripes and Checkered Pattern, Red Helmet, Crooked Smile with Brown Dimple",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0874
rac060,"Race Car Female Mechanic, White Octan Race Suit with Silver Zipper, Red Cap with Hole, Peach Lips",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac060
cty1401,"Race Car Mechanic - Female, White Race Jacket and Legs, Dark Blue Cap with Dark Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1401
cty0390,"Race Car Mechanic, White Race Suit with Octan Logo, Red Cap with Hole, Brown Eyebrows, Thin Grin with Teeth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0390
cty0391,"Race Car Mechanic, White Race Suit with Octan Logo, Red Cap with Hole, Headphones, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0391
rac034,"Racer, Red with Light Bluish Gray Balaclava, Red Helmet, Trans-Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac034
rac057,Racing Bike Driver 1,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac057
rac058,Racing Bike Driver 2,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac058
rac001,"Racing Team 1, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac001
rac002,"Racing Team 1, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac002
rac004,"Racing Team 5, Blue Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac004
rac003,"Racing Team 5, Red Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac003
air040,Raft Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=air040
cty0914,"Rafter, Adult Son, Dark Azure Sports Helmet, Orange 2 Strap Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0914
cty0611,"Rally Race Car Driver, Airborne Logo",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0611
cty1328,Raze - Stuntz Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1328
twn417,Receptionist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn417
twn214,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Dark Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn214
par043,"Red / White Stripes Shirt, Blue Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par043
par034,"Red / White Stripes Shirt, Yellow Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par034
par016,"Red Dots on Pink Shirt - White Legs, Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par016
par018,"Red Dots on Pink Shirt - White Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par018
par011,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Closed Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par011
par010,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par010
par017,"Red Dots on Pink Shirt - Yellow Legs, Brown Ponytail Hair, Open Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par017
par050,"Red Halter Top - Blue Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par050
fbr002,"Red Halter Top - Red Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=fbr002
fbr001,"Red Halter Top - Red Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=fbr001
fbr003,"Red Halter Top - Red Legs, Red Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=fbr003
par009a,"Red Halter Top - Yellow Legs, Black Ponytail Hair, Closed Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par009a
par009,"Red Halter Top - Yellow Legs, Black Ponytail Hair, Open Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par009
twn183,"Red Jacket with Tan and White Zigzag Pattern, Red Legs, Tan Fedora, Black and Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn183
twn026,"Red Jacket with Zipper Pockets and Classic Space Logo, Black Legs, Black Cap, Green Backpack with Sleeping Bag",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn026
trn140,"Red Jacket with Zipper Pockets and Classic Space Logo, Black Legs, Reddish Brown Flat Top Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn140
twn027,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn027
twn097,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Dark Orange Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn097
cty0308,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Dark Orange Short Tousled Hair, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0308
cty0142,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0142
cty0142a,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Blue Legs, Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0142a
twn060,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Bluish Gray Legs, Black Helmet, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn060
twn163,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Blue Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn163
trn126,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn126
cty0129,"Red Jacket with Zipper Pockets and Classic Space Logo, Tan Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0129
cty0129a,"Red Jacket with Zipper Pockets and Classic Space Logo, Tan Legs, Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0129a
twn056a,"Red Jacket with Zipper Pockets and Classic Space Logo, White Legs, Black Female Ponytail Hair, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn056a
twn056,"Red Jacket with Zipper Pockets and Classic Space Logo, White Legs, Black Female Ponytail Hair, Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn056
par049,"Red Riding Jacket - Black Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par049
par014,"Red Riding Jacket - Black Legs, Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par014
par013,"Red Riding Jacket - Light Gray Legs, Black Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par013
par052,"Red Riding Jacket - Light Gray Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par052
par012,"Red Riding Jacket - White Legs, Black Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par012
twn194,"Red Riding Jacket with Award Ribbon, White Legs, Black Riding Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn194
cty0244,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Messy Red Hair, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0244
cty0447,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Red Short Bill Cap, Freckles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0447
cty0175,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Black Legs, Red Short Bill Cap, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0175
twn084,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn084
cty0196,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Helmet, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0196
cty0180,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Dark Orange Short Tousled Hair, Brown Eyebrows, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0180
cty0180a,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Dark Orange Short Tousled Hair, Red Eyebrows, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0180a
cty0119,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Legs, Tan Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0119
twn085,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn085
cty0060,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish Gray Legs, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0060
twn205,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish Gray Short Legs, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn205
cty0312,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish-Gray Legs, Dark Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0312
cty0066,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Orange Glasses, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0066
cty0108,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Red Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0108
twn051,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Sand Blue Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn051
cty0084,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Tan Legs, Messy Red Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0084
twn111,"Red Shirt with 3 Silver Logos, Dark Blue Arms, White Legs, Black Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn111
redsox,RED SOX Pattern,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=redsox
wc024s,"Reflective Stripes, Black Legs, White Fire Helmet, Smile, Orange Vest with Straps and Fire Logo and 'FIRE' Pattern (Stickers)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc024s
rep004,"Repair - Overalls Red with Wrench Pattern, Red Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep004
rep002,"Repair - Overalls Red with Wrench Pattern, Red Legs, Green Cap, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep002
rep003,"Repair - Overalls Red with Wrench Pattern, Red Legs, Green Cap, Male",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep003
rep006,"Repair - Overalls Red with Wrench Pattern, Red Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep006
rep005,Repair - Phone Repair Crew,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep005
rep001,"Repair - Red Shirt with Zipper and Wrench Pattern, Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rep001
cty1045,"Reporter - Black Legs, Reddish Brown Hair Swept Back into Bun",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1045
cty1032,"Reporter - Sand Blue Suit, Dark Red Tie, Black Hair Swept Back Tousled",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1032
rsq002,"Res-Q - Female Lifeguard, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq002
rsq003,"Res-Q 1 - Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq003
rsq004,Res-Q 1 - Helmet,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq004
rsq004a,Res-Q 1 - Helmet with Trans-Dark Blue Visor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq004a
rsq014,"Res-Q 1 - Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq014
rsq010,Res-Q 2 - Black Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq010
rsq013,"Res-Q 2 - Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq013
rsq005,Res-Q 3 - Black Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq005
rsq006,Res-Q 3 - Black Male Hair,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq006
rsq007,Res-Q 3 - Diver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq007
rsq008,Res-Q 3 - Helmet,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq008
rsq008a,Res-Q 3 - Helmet with Trans-Dark Blue Visor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq008a
rsq011,Res-Q 3 - White Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq011
rsq015,"Res-Q 3 - White Fire Helmet, White Hips",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq015
rsq009,Res-Q 3 - Yellow Legs,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq009
rsq009a,Res-Q 3 - Yellow Legs and Trans-Dark Blue Visor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rsq009a
cty1335,Rescue Helicopter Pilot - Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1335
cty1344,"Rescue Helicopter Pilot - Male, Orange Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1344
twn425,Rickshaw Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn425
cty1420,Rivera - Bright Light Orange and Dark Azure Space Suit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1420
cty1274,Roadwork Truck Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1274
cty0917,"Rock Climber, Orange Tank Top, Dark Orange Legs with Clips, White Sports Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0917
twn313,Rock Star,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn313
cty1038,"Rocket Engineer - Female, Dark Blue Jumpsuit, White  Construction Helmet with Dark Brown Ponytail Hair, Light Blue Goggles and Face Covered with Dirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1038
cty1319,Rocket Racer - Stuntz Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1319
cty0719,Rollerskater,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0719
cty1099,"Safari Tourist Woman, Red Ball Cap and Scarf, Dark Green Jacket, Dark Red Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1099
cty0444,"Sand Green Female Corset with Gold Trimmed Front, Sand Green Legs, Dark Brown Hair Ponytail Long French Braided",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0444
